ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
0;43;67;20.4588123;11.05226364;10.31619565;7.41943344;15.87709536;16.95676674;13.11939672;7.979375712;17.26605152;12.8710779;25.29354541;24.15873619;17.23081612;26.89292812;38.03779963;6.098039819;15.18266528;21.68788223;19.26769223;17.89693946;13.18613405;27.46889584;20.17544706;21.30450183;21.91035129;20.12378293;28.54526631;21.4831625;22.7234706;19.31227026;32.38549821;10.35707232;2.022780166;13.20673455;19.61626513;11.16672617;17.86364271;9.16677462;9.07871928;4.709702493;26.69878545;19.32486672;23.2367729;8.381101139;25.68053303;21.7631815;19.90877579;22.03613079;21.4138991;11.44381208;13.62103723;24.95674596;10.65162145;6.086570802;22.18465014;15.24977417;17.94865939;24.35653645;9.228879449;10.64208788;53.54367055;44.0121066;23.09313546;57.57677604;39.28886522;32.38075343;29.90821215
3;72;14;15.01263228;21.43648482;20.70041683;19.06309242;20.06646756;16.31662926;17.34299646;18.55387027;15.72437306;19.53241812;18.19694647;9.956955368;15.83353222;20.1655513;16.58172637;22.11746208;22.82203106;13.19659301;15.93314273;14.95579304;14.81884427;3.670892142;12.85810542;22.40440485;14.68962339;9.264693608;17.60110623;14.75578568;17.98273038;13.43843904;11.53496241;16.54795032;21.92783051;16.68225153;10.26028111;18.68098163;12.33851283;25.98654408;18.16625808;23.10724017;6.939897568;15.98466654;12.65976086;23.74053624;15.72441617;12.20053204;11.73026681;11.12025597;11.5142237;26.29855676;18.66482245;12.72218364;18.73912273;22.10599306;12.16787586;16.30442657;23.91218569;10.10585719;20.64017253;22.41665516;37.90712179;28.37555784;13.530486;41.94022728;23.65231646;16.74420467;24.46203213
5;102;64;7.490948519;24.83532084;26.89696375;18.65365962;28.6743711;20.16880596;19.83031386;18.14443747;28.10694494;18.58465794;30.57951835;22.57903363;22.75652818;3.400886618;30.90099001;21.70802928;22.41259826;25.57916489;25.43024855;24.02963804;19.89705119;20.33208622;18.58715388;21.99497205;27.07219527;21.64726549;12.40122837;4.449119358;29.43438774;17.30574114;25.24868859;15.2536506;21.51839771;16.27281873;22.64285299;18.27154883;13.18341987;25.75121328;17.75682528;22.69780737;19.56197583;28.36723842;25.04233274;23.6483571;28.10698805;24.58310392;24.11283869;20.95304193;23.89679558;25.88912396;24.97562773;11.38870992;18.32968993;21.69656026;24.55044774;16.90814705;25.39336891;22.48842907;27.17626755;26.01509792;46.40686093;36.87529698;25.91305788;50.43996642;32.1520556;25.24394381;15.03754893
6;43;78;16.05320202;13.42461354;13.55028979;4.06214598;18.19691814;17.56916466;9.352860904;6.083914512;17.83097078;13.48347582;21.52700959;24.84389347;17.84321404;22.48731784;33.63218935;7.365205319;11.9351453;17.92134641;20.60300549;18.92845592;9.419598226;23.06328556;20.78784498;16.89889155;18.14381547;21.80701933;24.13965603;17.07755222;18.95693478;19.92466818;27.97988793;10.96947024;3.227598646;14.44937457;21.92532163;12.40936619;15.91461921;10.71629334;5.72927124;6.736038573;22.29317517;19.52857344;19.47023708;9.648266639;21.91399721;17.99664568;21.55307135;23.06764725;20.8553735;10.17204188;16.41286885;20.55113568;7.359629412;7.353736302;22.86807432;16.49241419;14.91591595;20.59000063;13.65654039;12.66842396;49.13806027;39.60649632;19.32659964;53.17116576;34.88325494;27.97514315;25.50260187
16;67;72;14.02276584;15.85195158;17.79989773;9.2976483;22.18387794;12.0408258;15.1757835;11.31941683;23.65389338;10.58298;27.34993219;19.29677851;14.62854802;20.45688166;31.60175317;14.30372124;17.7580679;23.74426901;17.69874797;16.0241984;15.24252083;21.03284938;12.77539308;17.17051281;23.96673807;22.34802865;22.10921985;15.04711604;24.77985738;11.86504806;25.94945175;8.06897442;10.22846159;5.872877734;23.34361615;3.832869353;10.39223331;17.37245604;12.4187604;12.75223407;20.26273899;25.35149604;25.29315968;16.58678256;27.73691981;23.81956828;24.81360185;19.57456587;24.59755874;14.09705438;15.87873192;18.5206995;6.338087112;14.29225222;25.2512109;5.313033886;20.73883855;23.18919223;18.19289829;16.9180319;47.10762409;37.57606014;25.14952224;51.14072958;32.85281876;25.94470697;23.38916175
18;7;30;29.83214886;25.1101563;23.71216831;23.82598608;19.28899248;31.43293218;15.57118992;22.00303765;15.90053948;31.83373926;2.979321552;23.02784083;29.9802289;35.28185422;31.34979721;21.05840538;24.31847168;12.78400157;27.23141495;28.37424794;13.04703773;22.44454594;27.97440834;30.67783839;11.68099713;17.14568341;32.71740915;29.8720886;18.44943144;28.55474196;25.69749579;31.27772916;25.00233473;29.66383389;17.26398571;31.12275893;27.45481575;24.21473754;20.8349829;24.60368079;20.01078303;14.225634;14.39840798;21.9687297;16.74790865;12.83055712;16.89173543;26.23655889;16.19403758;27.96701948;25.27943209;27.83848656;25.50804295;21.04693636;18.2067384;30.55005515;22.14037915;15.92866471;22.79904801;24.31188584;53.02342471;43.49186076;14.16051108;57.0565302;38.76861938;31.86050759;39.28154871
19;40;55;23.74713978;4.881022144;2.568580574;13.19990022;7.869294595;13.205079;14.61892854;11.78279017;11.4557702;9.59106732;24.20218771;20.15949625;13.47912838;28.04945662;35.09606359;9.357149159;17.8775558;16.41415925;15.26845229;13.87791824;12.09477635;26.19081232;16.55999178;24.59282931;19.37828301;16.20881641;30.11268855;23.51514866;20.40530094;15.9003024;29.44376217;9.3949194;7.803246946;15.21418299;14.67422671;14.74820345;16.90148979;7.88953368;10.61473542;4.343943393;22.81859775;13.5145854;20.91860324;8.943531419;23.36236337;19.44501184;14.80660421;18.01710957;15.80252036;16.11794504;9.555052445;26.5241682;16.43208823;9.345680142;18.26968362;16.66633259;21.18811777;18.81489703;4.176952469;1.686714736;55.58506597;46.05350202;20.7749658;59.61817146;41.33026064;34.42214885;33.19653963
20;77;37;14.76054264;17.16840684;19.30191973;18.81100278;24.64243854;8.726923984;19.98765702;18.30178063;20.30034404;12.50572704;22.77291745;10.17929629;8.997811363;19.91346166;23.09438911;21.86537244;22.56994142;17.77256399;9.600968026;7.926418456;19.39481525;11.51027794;5.726416684;22.15231521;19.26559437;13.84066459;15.46622349;14.50369604;22.55870136;5.84873376;17.44208769;15.41897862;21.67574087;14.91862227;14.83625209;15.89678153;9.692190148;25.90855644;17.91416844;22.44451707;11.75537493;20.56063752;17.23573184;23.80570026;20.30038715;16.77650302;16.30623779;10.06408407;16.09019468;26.04646712;13.81874155;10.74875466;18.48703309;21.85390342;16.74384684;12.54645263;25.55071207;14.68182817;18.21460353;20.88306716;39.11606485;29.5845009;18.10645698;43.14917034;24.86125952;17.95314773;24.20994249
21;34;72;18.7597308;15.4826898;13.93707355;9.74853378;15.36624894;20.69981004;10.10877666;8.495104152;18.58688654;16.6141212;22.28292535;27.57939547;20.97385942;25.19384662;36.33871813;3.780907499;12.57889352;18.67726217;22.68835151;21.07555484;10.17551399;25.76981434;23.91849036;19.60542033;18.89973123;22.56293509;26.84618481;19.784081;19.71285054;22.74346926;30.68641671;14.10011562;6.033553006;15.93821595;22.68123739;13.89820757;18.62114799;7.13199552;7.3270494;7.122822333;24.99970395;20.2844892;20.22615284;6.063968819;22.66991297;18.75256144;22.30898711;25.21474617;21.61128926;16.13273612;16.79965261;23.25766446;12.07453999;3.769438482;23.62399008;17.98125557;14.24962081;21.34591639;15.49733169;13.05520772;51.84458905;42.3130251;20.0825154;55.87769454;37.58978372;30.68167193;28.20913065
22;47;18;19.09884264;15.13591116;14.39984317;22.44868986;16.9173648;18.57595368;14.1938937;20.62574143;12.5752703;17.75173554;15.04784371;11.94459973;14.75960506;24.25176166;20.31970465;19.68110916;22.94117546;10.04749025;11.50550105;13.1536241;11.66974151;11.41445338;16.94431578;26.49061521;11.54052063;0.796390448;21.68731659;18.84199604;14.83362762;17.5246494;14.66740323;20.30835708;20.71446821;20.76846189;4.023214509;22.76719199;16.42472319;22.83744132;19.45768668;20.25632049;8.927541928;12.83556378;9.510658097;20.59143348;12.57531341;9.051429281;5.863462253;14.37116979;7.364877738;26.58972326;10.91338621;16.808394;22.82533309;19.66964014;3.978279537;20.39063693;20.76308293;6.956754428;13.31252697;16.1160815;41.99333215;32.4617682;10.38138324;46.02643764;27.73852682;20.83041503;28.54824249
