ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
0;43;67;25.34399964;13.59806034;12.62376313;9.13339044;19.55953092;20.54539632;16.15230798;10.22027311;21.42327386;15.6883482;31.39982779;30.02726833;21.48693388;32.77297108;47.03034343;7.616348819;18.45641042;26.72834651;23.76581699;22.42975052;16.25030333;33.6893098;24.78516306;26.24785485;26.71387683;25.25938231;34.63352031;26.37565592;27.70490946;23.962101;39.86809275;12.71056608;2.471000086;16.67435397;24.17183527;14.07675887;22.00687029;11.51713116;11.70657534;5.971835973;32.54025783;23.84726208;28.72849634;10.3473528;31.90352951;26.73355768;24.61927259;27.41625465;26.08179638;14.17309226;16.50275521;30.49039152;12.76002193;7.604879802;27.23678172;19.09122965;21.86989645;30.06213781;11.11012665;13.43103866;65.80669915;53.63282886;28.4688702;70.24708236;47.61913832;39.25637615;36.60371649
3;72;14;19.01086386;27.39780816;26.42351095;23.92749432;25.67143206;20.7977316;21.84680646;22.93984681;20.07955292;24.28400622;23.16308905;12.07909057;19.4202157;24.90852202;20.50134421;27.7736346;28.2342263;16.84034741;19.48601243;18.7130762;18.74429021;4.537815462;16.29555732;27.93295695;18.41224071;11.95434805;20.98886325;18.51120686;22.73234622;17.11624926;14.54603937;20.58772386;27.09632669;20.60085621;13.22485273;23.15717303;15.34424943;32.8628499;22.46366442;28.49458053;8.670928708;20.01518436;15.82025432;29.74398858;19.94926595;15.48273952;15.04394195;13.95361371;15.04208822;32.50042388;23.02002361;15.84408642;23.59870915;27.76216558;15.6847353;20.20812251;30.21838753;12.89034307;26.25410823;28.3279127;46.75582993;34.58195964;17.21805204;51.19621314;28.5682691;20.20550693;30.27058071
5;102;64;9.494006099;30.53384244;32.87460517;23.1944592;35.57682162;24.7092402;24.60073626;22.20681169;34.99649948;22.78742634;38.08003561;27.35093551;28.58601202;4.143944618;38.43285925;27.04059948;27.50119118;31.75729397;31.32684275;29.79073166;24.69873161;25.09182562;22.83553572;27.19992183;33.32918727;26.87129461;14.88008157;5.763037818;36.15333774;21.02775786;31.27060857;18.81727338;26.36329157;19.86782109;28.14179929;22.42413791;16.25798367;32.12981478;21.7306293;27.76154541;23.94277365;34.93213092;30.73720088;29.27227782;34.86621251;30.39968608;29.96088851;25.79444403;29.95903478;31.76738876;30.88697941;14.0978763;22.86567403;27.02913046;30.60168186;20.75955575;31.25745919;27.80728963;33.49252533;32.02262048;57.20921497;45.03534468;32.1349986;61.64959818;39.02165414;30.65889197;18.25322763
6;43;78;20.12743128;16.23098142;16.62079021;5.11774596;22.3292307;21.36816222;11.35314534;7.660572852;21.92836376;16.5111141;26.60066515;30.73185133;22.30969978;27.55640272;41.81377507;9.218893199;14.25360026;21.92918387;25.47444131;23.51441942;11.45114069;28.47274144;25.60792896;21.03128649;21.91471419;27.19992907;29.41695195;21.15908756;22.90574682;24.40867368;34.65152439;13.53333198;3.904179706;18.12937485;27.10883689;15.53177975;19.63889949;13.34266878;6.67337598;8.309602833;27.32368947;24.2427765;23.9293337;11.94989718;27.10436687;21.93439504;26.76023249;28.50092355;25.83624914;12.89271986;20.03151487;25.27382316;9.240752892;9.207424182;28.42412736;20.30124071;18.00986827;25.27702063;16.32669501;15.76880552;60.59013079;48.4162605;23.66970756;65.030514;42.40256996;34.03980779;31.38714813
16;67;72;17.57816454;19.111722;21.45248473;11.9339967;27.35996928;14.15571792;18.9947787;14.20146049;29.56999712;12.79087722;34.24229851;23.65622785;17.61679318;25.00713598;39.26450833;17.63528562;21.89523362;29.57081723;21.17636303;19.21634114;19.09277405;25.9234747;16.1860575;21.33658947;29.55634755;27.70294369;26.86768521;18.60982082;30.54738018;15.07802106;32.10225765;9.8130951;12.54719123;7.548440914;28.97344837;4.950845813;13.47819609;21.5933223;15.68776272;15.83639937;24.77442273;31.88440986;31.56884996;20.42354394;34.74600023;29.5760284;30.79253759;24.20284527;30.79068386;17.85008372;19.46485897;22.72455642;7.810995012;17.6238166;31.43333094;6.835403266;25.65150163;28.63893871;22.07040489;20.60050004;58.04086405;45.86699376;31.31134092;62.48124726;39.85330322;31.49054105;28.83788139
18;7;30;37.07134056;31.4002728;29.38502797;29.1691029;23.56276602;39.7055031;18.83886288;26.85927505;19.6173383;39.61838202;3.631851312;28.64420929;37.51187314;43.81629352;39.72613303;25.86360378;29.55225764;15.88480517;33.99485681;35.46706556;15.73634663;28.0999363;35.20332882;37.97519577;14.14480875;21.83861137;39.89663475;37.41897836;22.8810372;36.02402076;32.56388235;38.20391484;30.39066263;36.59418525;21.74751919;38.47820657;34.25202093;30.82526838;25.30426164;29.81261187;25.23604743;17.87031474;17.95358384;26.736045;21.12861701;15.95864518;21.39891479;32.86138521;20.47493144;33.81845522;31.45677721;34.75185792;31.09957393;25.85213476;23.06280966;37.75458065;27.21044395;19.91570293;28.47142833;30.36195818;65.66360143;53.48973114;17.6939577;70.10398464;47.4760406;39.11327843;48.33105741
19;40;55;29.86264074;5.828159944;2.859512834;16.5686244;9.667830955;15.91678848;18.38180706;14.96357365;14.01601988;11.42372448;30.42881527;25.25332285;16.84305682;34.41831916;44.22941917;11.78700618;21.81275774;20.57186177;18.99187151;17.30060096;15.27929081;32.60322244;20.15655522;30.76649595;23.72577861;20.53571425;37.04046015;29.10185156;25.20109314;19.33349316;37.06716849;11.45710116;9.906234046;18.92632695;18.10393345;18.20035817;20.75340537;10.01133276;13.40856024;5.549947293;28.03504461;16.4400081;26.22468002;11.25322434;29.39971319;24.22974136;17.67093107;22.27115349;19.13345486;20.10791096;11.77908715;32.63025774;20.19525589;11.77553716;22.51311366;20.70062471;26.04055381;23.11379629;4.847391689;2.007528136;68.48946259;56.3155923;25.96505388;72.9298458;50.30190176;41.93913959;41.12235759
20;77;37;18.81518922;21.1222419;24.08739583;23.73181968;30.71400678;11.1121428;25.13809674;22.74417217;25.7525717;15.76855548;28.83610783;12.54200173;11.0385628;24.71284738;29.18893147;27.57795996;28.03855166;22.51336619;11.52010757;9.560085676;24.41730899;14.43724648;7.513543264;27.73728231;24.08525949;17.62736683;18.63519879;18.31553222;28.405365;7.74903162;22.02668079;19.71846024;26.90065205;19.29002769;18.89787151;20.73523829;12.20488167;32.66717526;22.26798978;28.29646563;14.69884587;25.68820314;21.4932731;29.8096383;25.62228473;21.1557583;20.71696073;12.69818397;20.715107;32.30474924;17.13493165;13.29625548;23.40303451;27.56649094;21.35775408;16.29340109;31.79481967;18.56336185;22.85512773;25.67881496;48.43502107;36.26115078;22.89107082;52.87540428;30.24746024;21.88469807;30.07490607
21;34;72;23.5612383;18.88665954;17.18373283;11.7909888;19.16181822;24.75670182;12.52931964;10.93296379;23.10453806;19.8996537;27.77683945;34.11897061;25.69823938;30.99020974;45.24758209;4.587072899;15.4458029;23.10535817;27.85751927;26.5214528;12.62731499;31.90654846;28.99646856;24.46509351;23.09088849;28.37610337;32.85075897;24.59289458;24.08192112;27.8424807;38.08533141;16.92187158;7.254667846;19.53800781;28.26353755;16.94041271;23.07270651;8.71084848;9.37795038;8.872545453;30.75749649;25.4189508;25.105508;7.318076879;28.28054117;23.11056934;27.76578761;31.50795693;27.01242344;19.71200048;20.59445749;28.70763018;14.58772567;4.575603882;29.60030166;21.95488349;17.45948923;26.45319493;19.01960559;16.33174814;64.02393781;51.85006752;24.84588186;68.46432102;45.83637698;37.47361481;34.82095515
22;47;18;24.01847442;19.21275966;18.24989689;28.16114886;21.65553444;23.0418804;17.83090884;25.85132101;16.0636553;21.85312656;19.14719143;14.26721119;18.23295922;29.91613258;25.82597209;24.85564974;28.5443036;12.82444979;14.47530695;16.2079919;14.72839259;14.19977536;21.30316788;32.94056751;14.39634309;1.099106648;25.99647381;23.51881742;18.7164486;22.12385982;18.66372141;25.1744325;25.97108687;25.60846677;5.040156789;28.16478359;20.35185999;29.81731434;24.2963076;25.58940315;10.85904933;15.99928674;11.8043567;25.72809096;15.93336833;11.4668419;7.482819113;18.45386937;9.160290438;32.81050118;13.17154213;20.85169698;28.60631971;24.84418072;4.970742057;25.21573307;26.20248991;8.874445448;17.22488847;20.15429864;51.76344049;39.5895702;13.20215442;56.2038237;33.57587966;25.21311749;35.27819127
