ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
0;43;67;25.18734546;14.31542484;13.40460925;9.19632678;19.85364348;20.94234636;16.33451934;10.17023665;21.1892111;16.20616218;31.44965167;30.13662367;21.29875564;32.26377604;46.24128787;7.962159419;19.19016422;27.24556097;24.34035941;23.0522204;16.37045105;33.59333098;25.20923892;25.99556235;27.41587305;25.71173299;34.55300181;26.15423612;27.88507842;23.8590009;40.33118343;12.84245742;2.546155186;16.18139325;24.77608597;13.67625899;22.12735869;11.39408196;11.588484;5.907697953;32.44285101;23.72988138;29.00320166;10.3546197;32.22264977;27.17090248;24.66754253;28.23102825;26.66200106;15.2096504;17.55122995;30.49209828;12.89451901;7.950690402;28.00072038;18.84363053;22.47812527;30.29202175;12.00994419;13.62121958;64.96602493;53.29531014;28.85246838;68.69166756;47.73591716;39.53953115;36.16354809
3;72;14;19.12786632;27.36298188;26.45216629;24.09348324;25.77703476;20.9242179;22.58272722;23.19470431;20.26564484;24.6853173;23.33365903;12.45573193;20.39613652;24.74101642;20.40889873;28.4027568;29.12710322;17.08970609;20.37256463;19.02488852;19.32741197;4.709084562;16.63836804;28.04122689;19.02065205;12.19624465;21.70095327;18.6314765;22.75985274;17.2898271;14.71308063;20.89822098;26.94871985;20.90600607;13.50051307;23.36986205;15.74582361;32.622861;22.81940088;28.78343457;8.994178408;20.58117834;16.0410395;29.82385584;19.85093735;15.68433364;15.14854517;14.67326931;14.836664;32.32420772;23.93423149;16.60134738;23.59261321;28.39128778;16.06461738;20.38245953;30.81301225;13.01822671;26.36599413;28.45829324;46.46902405;34.79830926;17.36589954;50.19466668;29.23891628;21.04253027;30.10406895
5;102;64;9.660889319;31.56417024;32.89613707;23.1012651;35.6864781;24.98164986;24.72899784;22.20248617;34.97863382;23.73332274;38.04664801;27.38942677;28.47342772;3.810255518;37.72631011;27.41053866;28.13488508;31.80269507;31.48802417;29.66531978;24.76492955;25.07835322;22.6924899;27.04900875;33.73364103;26.90923363;15.34530249;5.587726038;36.27955692;21.26614974;31.81620567;19.30945026;25.95650171;19.91378793;28.21350205;22.07824955;16.28845587;31.63064286;21.82718274;27.79121643;23.92787325;35.29416732;30.75402848;28.8316377;34.56392633;30.39732262;29.86153415;26.12540169;29.54965298;31.33198958;31.33192699;14.54856942;22.60039507;27.39906964;30.77760636;19.70227133;31.38348055;27.73121569;34.46420373;32.01007982;56.45104717;44.78033238;32.07888852;60.1766898;39.2209394;31.02455339;17.73452121
6;43;78;20.30319462;16.16728488;16.93951459;4.99886556;22.63187574;21.40234782;11.67439548;7.495296972;22.2270137;16.66616364;26.78952781;30.59662513;21.7587571;27.3796252;41.35713703;9.359186579;15.08028272;22.58543711;25.47044939;23.51222186;11.71032719;28.70918014;25.66924038;21.11141151;22.75574919;27.53027671;29.66885097;21.27008528;23.22495456;24.31900236;35.44703259;13.30245888;3.928256626;18.16737525;27.24512185;15.66224099;19.91928279;13.52323194;6.8498904;8.339935713;27.55870017;24.69518106;24.3430778;12.1612977;27.56252591;22.51077862;27.09978029;28.69102971;25.9136207;13.48658738;19.98346771;25.60794744;8.908868532;9.347717562;28.9695321;20.82961253;18.32887819;25.63189789;17.52769197;16.05345734;60.08187409;48.4111593;24.19234452;63.80751672;42.85176632;34.65538031;31.27939725
16;67;72;17.5671633;19.70652672;21.03849355;11.54916648;27.50171376;14.41766664;19.07097024;14.03341327;29.62358846;13.32416982;34.18610257;23.76325747;17.84826988;24.64359388;38.62110571;17.85913566;22.47685748;29.98201187;21.60907151;19.65084398;19.10690195;25.97314882;16.1762361;21.39098115;30.15232395;27.80402923;26.93281965;18.53405396;30.62152932;15.08190384;32.71100127;9.96046506;12.62098151;7.533858274;29.10829765;5.028724013;13.17304419;21.46890828;15.45166062;15.98252427;24.82266885;32.09175582;31.64882408;20.42944602;34.95910067;29.90735338;30.75632975;24.78054249;30.44444858;17.82640088;19.84765549;22.87191612;7.694375892;17.84766664;31.67240196;7.002726406;25.72545295;28.62601129;22.60656021;20.1524363;57.34584277;45.67512798;31.58891928;61.0714854;40.115735;31.91934899;28.21977813
18;7;30;37.28742714;31.06306446;29.42458291;29.4795606;23.76817914;39.2072778;19.12269876;27.10109917;19.78485236;39.67273926;3.369573972;28.01996917;36.7803175;43.02407632;38.35685251;26.29609926;30.4748726;15.60641639;33.93172367;35.91399722;15.86738351;27.7558945;34.92142794;38.09564403;13.99750605;21.07208023;39.98401317;36.9145364;22.13123448;35.572887;32.44674807;38.3087679;30.76732613;37.29824001;21.14604217;38.59364291;34.02888351;30.24318948;25.61414064;30.13120395;24.55841565;17.71616034;17.59044512;26.96573598;20.58350519;15.5317579;20.74449515;32.95632921;19.45542422;34.91177102;31.53152881;34.88440728;31.23708877;26.28463024;22.51133562;37.95980771;27.35298379;19.17370141;28.27059639;30.39771584;64.75208395;53.08136916;17.2133238;68.47772658;47.52197618;39.32559017;48.26362977
19;40;55;29.52150462;6.050392564;3.101078714;16.66457214;9.664663975;15.93584904;18.19202628;14.61063619;14.18248052;11.45127516;30.01591165;24.82118563;16.29225832;34.10065642;43.38493039;11.64566904;22.66074464;21.03448007;18.96589691;17.6119757;14.93671103;32.78397238;20.2027416;30.32972151;24.41571183;20.33727049;36.98643477;28.8474128;24.8849172;19.17571836;37.47482595;10.98095064;10.01440055;18.69084759;18.00154405;18.15394493;20.26585191;9.97929348;13.12367766;5.596772913;28.17293601;16.7865537;26.00304044;11.27596704;29.30777867;24.25603138;18.01919621;22.82146221;19.91378264;20.03203922;11.80623583;31.97739684;20.36276437;11.63420002;22.62625788;20.56774355;26.42231131;24.01807873;5.093789789;2.215021456;67.39945789;55.7287431;25.93759728;71.12510052;50.16935012;41.97296411;40.49770725
20;77;37;18.26888196;21.54311856;24.16603927;23.23449888;30.6150735;10.70705184;24.86223162;22.33571995;25.51553918;15.91122144;28.58355337;12.32367715;11.27836978;23.88203206;28.26321547;27.54377244;28.26811886;22.33960043;11.66343251;9.705204976;24.57730631;13.8692038;7.271447884;27.18224253;24.27054639;17.44613899;18.76453071;17.77249214;28.00974708;7.07266104;22.35311103;19.14937224;26.08973549;18.48220449;18.75040741;20.15146883;11.76669429;31.76387664;21.96041652;27.52348341;14.46477861;25.83107268;21.29093384;28.96487148;25.10083169;20.93422798;20.39843951;12.71639751;20.08655834;31.46522336;17.41653121;13.6169025;22.73362885;27.53230342;21.31451172;15.68102075;31.51671433;18.26812105;23.12924847;25.17776294;47.82727045;36.15655566;22.61579388;51.55291308;30.59716268;22.40077667;29.24508459
21;34;72;23.62041978;19.1459367;17.76750457;11.57717058;19.38134472;24.88147374;12.99803166;10.60194697;23.55064988;20.14528956;28.11316399;33.49267399;25.23788302;30.69685036;44.67436219;4.905727799;16.25762288;23.90907329;27.63738527;26.53651214;13.03396337;32.0264053;29.1483663;24.42863667;24.07938537;28.85391289;32.98607613;24.58731044;24.54859074;27.79812828;38.76425775;16.7815848;7.813029886;19.30377027;28.07311183;16.79863601;23.23650795;9.06977316;9.11498844;9.167925693;30.87592533;26.01881724;25.66671398;7.533976139;28.88616209;23.8344148;27.92777027;31.58707857;27.23725688;20.6945213;20.81145769;28.9251726;14.18821585;4.894258782;30.29316828;21.96600755;17.98582669;26.95553407;19.18063611;16.88144732;63.39909925;51.72838446;25.5159807;67.12474188;46.16899148;37.97260547;34.59662241
22;47;18;24.06489924;18.73378878;17.82297319;28.46939766;21.30684336;22.77461712;18.11253582;26.09093623;15.79545344;21.27230844;18.86346763;14.46381799;18.52970344;29.67804934;25.01082553;25.28593632;29.46470966;12.61951469;14.76149087;16.52644634;14.85722057;14.40986752;21.57540096;32.97825981;14.55046065;1.041439808;26.63798619;23.56850942;18.28966134;22.22686002;19.10072109;24.96243612;25.33705493;25.84303899;4.871319969;28.30689497;20.68285653;29.23302654;24.6039777;24.78839661;11.00226447;16.11098694;11.5708481;25.95557304;15.38074595;11.21414224;7.444917893;18.71118417;9.018170478;33.90160808;13.00677505;21.5383803;28.52964613;25.2744673;5.038500537;25.31949245;26.34282085;8.548035308;16.84618341;19.82910014;51.40605697;39.73534218;12.89570814;55.1316996;34.1759492;25.97956319;35.04110187
