ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
0;43;67;18.24813126;9.952390384;9.289436834;6.83749032;14.27132898;15.37542114;11.83078302;7.309914732;15.56080508;11.80666722;22.85208115;21.77352865;15.94973938;23.99649502;34.40332447;5.571674279;13.68953978;19.67145725;17.30790449;16.60978322;11.98899233;24.52484854;18.55396518;19.03940301;19.67613195;18.06119011;24.91767615;19.17730148;20.6228322;17.69885376;29.18326917;9.53307594;1.908468466;11.90981457;17.56495075;10.05406709;16.17243363;8.4161763;8.33178966;4.501550133;23.66392389;17.56048566;21.16452152;7.519089299;23.27220215;19.66538668;17.97187709;19.97331801;19.38858914;10.25478056;12.36863299;22.19705916;9.557428572;5.560205262;20.2766472;13.74705095;16.42181989;21.98794273;8.276106389;9.824970496;47.72020123;38.92152534;20.8302036;51.27057918;35.01137648;28.78900529;26.64672561
3;72;14;13.76536584;19.91328018;19.25032663;17.4976737;18.70085208;15.10208124;15.93824796;16.79629945;14.81906624;17.90866512;16.56848893;8.782738628;14.62566964;18.45789616;15.48403585;20.3960001;20.7742727;12.12620441;14.74464149;13.9078175;13.65581795;3.355135662;11.82495258;20.38806123;13.50800049;8.551100948;15.53398617;13.63870262;16.67466786;12.69225312;10.63611609;14.88193248;19.57829009;15.13917111;9.674280969;16.95364031;11.30947053;23.62603692;16.47184758;20.93435625;6.143648008;14.8127529;11.5889789;21.58766538;14.53277045;11.23944382;10.76489087;10.39242945;10.70296886;23.80059938;17.42327905;11.97309252;17.09419375;20.38453108;11.36470452;14.81992943;22.14481891;9.427361528;18.99931761;20.63536976;34.29696529;25.4982894;12.40426074;37.84734324;21.58814054;15.36576935;22.16396019
5;102;64;6.745133279;22.33146006;23.91660253;17.02018962;25.95487206;18.03203412;18.01766862;16.31881537;25.89178028;16.55592012;27.64120297;20.28693157;20.69899228;3.036356918;28.38724153;19.91851602;20.29678862;23.19891845;23.11453577;21.68171996;18.17587793;18.5087656;16.76693202;19.91057715;24.58071453;19.62381499;11.18004249;4.027671558;26.8097178;15.5560953;23.16718623;13.52918748;19.10080601;14.66168703;20.74699501;16.47615623;11.94136533;23.14855284;15.9943635;20.45687217;17.64784095;25.88546694;22.66169294;21.1101813;25.60548449;22.31215786;21.83760491;19.04406753;21.7756829;23.3231153;22.47260503;10.50555462;16.61670967;19.907047;22.43741856;15.05686103;23.25257665;20.50007557;24.46356849;23.28463934;41.70411829;32.9054424;23.47697478;45.25449624;28.99529354;22.77292235;13.22094315
6;43;78;14.45273844;12.15167376;12.21261463;3.59582976;16.44781302;15.35914086;8.510609584;5.530234932;16.4940869;11.79038694;19.53190771;22.49435683;15.9334591;20.2011022;30.60793165;6.839471879;10.78972958;16.35128381;18.41285471;16.91618678;8.668818886;20.72945572;18.5376849;15.24401019;16.35595851;20.00904151;21.12228333;15.38190866;17.30265876;17.68257348;25.38787635;9.51679566;2.936871106;13.21992735;20.10853519;11.36417987;14.16205545;9.7628343;5.09353326;6.257231073;19.86853107;17.83737204;17.84434808;8.856991259;19.95202871;16.34521324;19.71166631;20.67738069;18.94880696;9.045170783;14.88176563;18.40166634;6.560468412;6.828002862;20.87029734;15.02826065;13.74551761;18.72592339;12.31358037;11.58065144;43.92480841;35.12613252;17.51003016;47.47518636;31.21598366;24.99361247;22.85133279
16;67;72;12.73541154;14.52892386;16.04251465;8.49998418;20.19812754;10.27063746;13.88087904;10.32753091;21.86435636;9.71547564;24.90217717;17.21196079;12.87115258;18.4837753;28.89060475;12.99951918;16.15999904;21.72155327;15.63270263;14.1360347;14.03908835;19.01212882;12.00852042;15.77378757;21.72622797;20.12717821;19.40495643;13.66458176;22.67292822;11.04139458;23.67054945;7.44188436;9.336313366;5.521602694;21.25035823;3.665855213;9.779057548;15.8440212;11.34940584;11.47940667;18.15120417;23.2076415;23.16505616;14.9469342;25.32229817;21.7154827;22.34096813;17.65039545;22.27904612;12.67121162;14.59851714;16.68433944;5.590557912;12.98805016;22.94078178;5.136169546;19.11578707;21.00343879;16.66103229;15.41055146;42.20748151;33.40880562;22.88029962;45.75785946;29.49865676;23.27628557;20.79970617
18;7;30;26.00751918;22.4886921;21.11562445;20.57934348;17.270655;28.32882954;12.90478896;18.80744419;14.25546668;28.42052922;2.659384332;20.48926549;26.97264352;31.75588294;28.58957545;18.14468904;20.97409676;11.47241135;24.36270539;25.70227388;10.62235895;20.09697118;25.13952366;26.79879093;10.19281011;15.42651181;28.84855725;26.9366894;16.6066068;26.0068242;23.36952015;26.60853048;21.41232917;25.73964417;15.52600549;26.99897615;24.62404161;20.61327342;17.71685808;21.13418031;17.85017487;12.71293374;12.83102474;18.80147394;14.93870537;11.3318899;15.12913661;23.70700053;14.36627726;24.43272464;22.78916911;25.2876636;22.10640859;18.13322002;16.28776764;26.58304139;19.11135991;14.14339369;20.42794101;21.610742;47.61153637;38.81286048;12.49670682;51.16191432;34.90271162;28.68034043;34.40611353
19;40;55;21.44785026;4.293306184;2.150584394;12.1150599;7.096804135;11.72939148;12.9616008;10.62238459;10.21617296;8.49952818;21.54225961;18.22197937;12.2373397;24.8235298;32.30275489;8.175591659;16.09587884;14.84506967;13.75635521;12.90272204;10.67917079;23.81015062;14.90793552;22.23912201;17.23561233;14.50964083;26.13616833;21.36542594;18.18231258;14.05969362;27.08269959;8.2579854;7.186038046;13.79250663;13.25108005;13.31538359;14.89734309;6.8716257;9.53179848;4.058548173;20.16166953;12.41524656;18.7240019;7.848487679;20.83168253;17.22486706;13.14434693;16.42176873;14.44405022;14.1317732;8.611021625;23.1413592;14.83499815;8.164122642;16.72509792;15.02088563;19.02573727;17.31594145;3.623232449;1.518621196;49.42249693;40.62382104;18.38968398;52.97287488;36.71367218;30.49130099;29.84644461
20;77;37;13.41609612;15.4671534;17.60638201;17.14840398;22.38703806;7.953584164;18.14588298;16.44702973;18.55665236;11.5305108;20.30607505;9.179657108;8.228050543;18.10862644;21.05211361;20.04673038;20.42500298;15.86379053;8.298776386;6.802108456;17.39340407;10.68246244;5.193799624;20.03879151;17.24558661;12.28868707;13.43443977;13.2894329;20.41225398;5.54375604;15.83205831;14.245569;19.22902037;13.91457207;13.41186709;14.76652763;8.797469068;23.2767672;16.12257786;20.49752517;10.31271303;18.55033902;15.32656502;21.23839566;18.27035657;14.97702994;14.50247699;9.067628132;14.44055498;23.45132966;12.53342065;9.786644944;16.74492403;20.03526136;15.10229064;11.62215953;23.38079101;13.16494765;16.65853647;18.64513748;35.21072131;26.41204542;16.14184686;38.76109926;22.50189656;16.27952537;21.81469047
21;34;72;17.04534402;14.08124556;12.39551173;9.02479866;13.71231108;18.7347591;9.222542824;8.044617432;17.20602014;15.16600518;20.24384095;24.64907113;19.30907734;22.79370778;33.20053723;3.499724879;11.59155836;17.06321705;20.18344697;19.30581296;9.380752126;23.3220613;21.58022772;17.83661577;17.06789175;20.72097475;23.71488891;17.97451424;18.014592;20.369391;27.98048193;12.8924139;5.323737106;14.65774947;20.44049323;12.80200199;16.75466103;6.4230873;6.95403132;6.440128173;22.46113665;18.54930528;18.55628132;5.447139899;20.66396195;17.05714648;20.39513297;22.84886049;19.6607402;14.30745776;15.06466273;20.99427192;10.94527753;3.488255862;21.58223058;16.49498585;12.87552013;19.43785663;13.71793047;11.76354854;46.51741399;37.7187381;18.2219634;50.06779194;33.80858924;27.58621805;25.44393837
22;47;18;17.21341476;13.7394537;13.07650015;20.62169118;15.70974078;17.01184698;12.94713666;18.84979189;11.82795494;16.00826028;13.57737763;10.61023993;13.3655203;21.90594508;18.72305329;18.18703674;21.01644446;9.135093113;10.54893977;11.97452666;10.66470665;10.23044902;15.2730015;23.83611015;10.51688919;0.754226828;18.98203509;17.08675154;13.68355656;16.14030204;13.50299799;18.03950292;18.57095171;18.58722003;3.699958149;20.40168923;14.75751945;20.65562112;17.75920578;18.29280285;7.971149308;11.8216416;8.597867597;18.84382164;11.54165915;8.248332521;5.407275773;13.21435329;6.575742738;23.91329072;9.788008805;15.42114144;20.54224267;18.17556772;3.567830397;18.26797835;19.15370761;6.436250228;12.06316971;14.46154328;37.74501421;28.94633832;9.413149438;41.29539216;25.03618946;18.81381827;25.61200911
