;ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
0;0;43;67;18.293542739000003;10.264348504;9.617144234000001;6.86716968;14.682073315;15.225275224;11.619231904;7.211321112;15.780453858;11.60757948;22.706732891999998;22.004084348;15.602194063;23.688874897999998;34.119216791999996;5.742967559;13.601148796;19.504984613;17.615247405999998;16.458070455999998;11.726849926;24.442916022000002;18.287269683999998;18.919354112;19.267343189;18.629676488;25.147527034;19.114261998;20.111761804;17.5687431;28.897477051;9.2634282;1.789905526;11.831665054;18.112035189;10.033441133;15.799500448;8.38099092;8.26240338;4.406441553;23.612784987999998;17.745350520000002;20.842996817;7.7432970590000005;22.881053213;19.338583361;18.383690633;20.104861532;19.563004698;10.185620603;12.629121965;22.243919704;9.446864772000001;5.731498542;20.589387237;13.801308226;16.425429306;21.883868168;8.653205069;9.722832735999999;47.051256667000004;38.765860739;20.528839557999998;50.99282753600001;34.404900262;28.466363627;26.784142646
1;3;72;14;13.614837599;19.864807264;19.217602994;17.241494399999997;18.414412315;14.838674044000001;15.922064404;16.539736632;14.518623677999999;17.66805012;16.678900272;8.742622148;14.306096923;17.944858957999998;15.399662952;20.045480639;20.711909715999997;12.172229753;14.393130286;13.685812755999999;13.616280226;3.222218322;11.690497384;20.177149772;13.246130969000001;8.506255207999999;15.556287934;13.370246058;16.310320864;12.38181024;10.385764351;14.58981648;19.479928546;14.998396054;9.563528229000001;16.755341693;11.054776528000001;23.34462696;16.352513039999998;20.592206793;6.227064567999999;14.772354420000001;11.382528017;21.406544279000002;13.994325173;11.099189620999999;10.801738373;10.155957512;10.668184878;23.862943523;17.006982125;11.870914744;16.816359492;20.034011622;11.435346717;14.415947685999999;22.226409426;9.238990268;19.109486069;20.661982996;33.662289127;25.376893199;12.289445817999999;37.603859996;21.015932722;15.077396086999999;22.105437506
2;5;102;64;6.735492899;22.685017264;24.423974473999998;16.907256;26.019360895000002;17.893475463999998;17.972357344000002;16.205498232;25.632787518;17.096185499999997;27.793064112;20.050088228;20.628029682999998;2.802415598;28.040962452000002;19.711242239;20.377671315999997;23.286393593;22.948716946;21.575493976;18.079975366;18.364661682;16.573656183999997;19.842911372;24.360294809;19.620419048;10.762618654;4.057755198;26.464887244;15.42553734;22.819222711000002;14.01795186;19.145690146;14.664157654;20.677692069000003;16.421103293;11.754543448;23.01038856;16.018274639999998;20.257968393;17.534530648;25.88651826;22.496691857;21.072305879;25.108489013;22.213353461;21.915902213;18.917763512;21.782348717999998;23.528705122999998;22.664510825;10.328532304000001;16.482121092;19.699773222;22.549510557;15.115714606;23.202484926;20.353154108;24.776435789;23.736795796;40.973002327;32.687606398999996;23.403609658;44.914573196000006;28.326645922;22.388109287;13.302609746
3;6;43;78;14.654042639;12.132774064000001;12.109941914;3.80279592;16.488156595;15.648189124;8.441153044;5.589873372;16.189752318;12.030493380000001;19.528654032;22.488842468;16.025107963;20.049374798;30.479716692;6.697516439;10.846467016;16.326905753;18.308286226;16.880984356;8.548771066;20.803415922000003;18.710183584;15.279854012;16.089264329;19.999282448;21.508026934;15.474761897999999;16.933682944;17.86429158;25.257976951;9.6863421;2.882096926;13.150162654;20.108461269;11.351938732999999;14.193297688000001;9.86812824;5.0977527600000005;6.106372052999999;19.973284888;17.62210818;17.664917956999997;8.697845939;19.702974353000002;16.160504501000002;19.784798093;20.527775432000002;19.044583518;9.076924943000002;14.733998464999999;18.604419604;6.762706932;6.686047422;21.102094917;14.975393506;13.671280626;18.705789308;12.475537049;11.422763236;43.411756567000005;35.126360639;17.350760698;47.353327436;30.765400162;24.826863527;23.144642546
4;16;67;72;12.845312039;14.259067684;15.866949854000001;8.60411298;20.253122455;10.798369324000001;13.870110664;10.345947251999998;21.618709938;9.61052304;24.957611652;17.655320888;13.130477323000001;18.240644198;28.670986092;13.147285738999999;16.275424635999997;21.755863373;15.858388546;14.431086676;13.977728686;18.994685322000002;11.834860264;15.740664692;21.518221949;20.250442688;19.699296334;13.666031298;22.362640564;10.98093234;23.449246351;7.26637176;9.222661366;5.394112294;21.307715709;3.5958883729999997;9.699817288;15.81374676;11.39702952;11.647695933;18.164554287999998;23.0510658;23.093875577;15.176052899;25.131931973;21.589462121;22.545925853;18.077877752000003;22.412372358;12.506335583;14.518255804999999;16.795689004;5.750422212;13.135816722;23.179534197;5.094825945999999;19.100238246;20.983177748;16.350486209;15.179771176;41.603025967;33.317630039;22.779718318;45.544596836;28.956669562000002;23.018132927;20.950049126
5;18;7;30;26.669296799;22.415001603999997;21.188190373999998;21.04185408;17.227976995000002;28.400882824;13.566733024;19.325453711999998;14.511638417999999;28.49659956;2.544394572;20.475076568;26.938044883;31.507067738;28.465950792;18.571497239000003;21.585907155999998;11.511015413;25.155125206;25.888584196;11.260948846;20.189453682;25.252706164;27.295108172000003;10.208443409000001;15.503430308;29.118496714;26.932454838;16.185283684;25.94401902;23.244211051;27.53236338;21.891454726;26.241498334;15.612609129;27.541469573;24.616985308;21.725605379999998;18.20566026;21.466204233;17.959518988;12.80621784;12.849027617;19.480727939;14.887084012999999;11.344614160999999;15.288945953;23.718166292000003;14.548731378;24.756020003;22.579590905;25.433123524;22.539569472;18.560028222000003;16.606242777;27.197648386;19.871078046;14.209937168;20.391404669;21.721396696;47.224497907;38.939101979;12.534870358;51.166068776;34.578141502;28.639604867;35.159896706
6;19;40;55;21.536958779000003;4.213582624000001;2.131662914;12.33797946;7.020566935;11.695473424000001;13.305617824;10.831958411999999;10.140853878;8.264255460000001;21.979716612;17.995702148;11.981020423;25.281319478;32.200393092;8.608390259;16.030172055999998;14.654273813;13.606865206;12.452788395999999;10.999833646;23.923895982;14.757467884;22.162770152;17.056600589000002;14.621294288;26.891617233999998;21.111691158000003;18.244765444;13.98519894;26.978653351000002;8.46095202;7.260715306;13.691625754;13.247830749;13.297617113;14.997024268;7.1662206600000005;9.71216496;3.970179693;20.179550908;12.10575054;19.021170856999998;8.198396339;21.163152533;17.620682681;13.234964273;16.099579472000002;14.222414897999998;14.164522223;8.433968105;23.669674084;14.917674552000001;8.596921242;16.581005037;15.112597846;19.278382746000002;17.044898648;3.579370349;1.4444842359999999;48.881327467000006;40.595931539;18.810938877999998;52.822898335999994;36.234971062;30.296434426999998;30.027558686000003
7;20;77;37;13.158132419;15.280069264;17.358495794;16.78478922;22.404602635;7.922751364000001;17.849890564000003;16.083031452;18.508813998;11.4753132;20.669090592;9.097818908;8.265320443;17.488153777999997;20.916988932000002;19.588775459;20.255204535999997;16.162420073;8.317057666;6.889755795999999;17.606470546;10.524069941999999;5.243417164;19.720444592;17.236321289;12.496445527999999;13.267292614;12.913540878;20.300511184;5.51197752;15.695249191;14.1331113;19.023223366;13.857080734;13.553718549000001;14.836947893;8.713943248000001;22.88792178;15.89580786;20.135501613;10.410557128;18.76254474;15.372718337;20.949839099000002;17.984515493;15.089379940999999;14.791928693;9.233527352;14.658375198;23.406238343;12.458186224999999;9.619957684000001;16.359654312;19.577306442;15.425537037;11.547245146;23.080018146;13.229180588;16.657701809;18.617370196;34.481725807000004;26.196329879;16.279636138;38.42329667600001;21.835369402;15.896832767;21.648732326
8;21;34;72;17.017834379;14.136086044;12.694130654;8.8709085;14.022612175;18.615691983999998;8.972892844;7.897221612;16.721492118;14.99799624;20.060393832;24.761111888;18.992610823;22.413166538;32.843508432;3.350671439;11.461012156;16.858645553;20.372274946;19.598886616;9.080510866000001;23.167207662000003;21.376202164;17.643645752;16.621004129;20.531022248;23.871818674;17.838553638;17.465422744;20.22808332;27.621768691;12.65384496;5.539115926;14.353536394;20.640201069;12.555312472999999;16.557089427999998;6.52128324;6.77742816;6.6905607929999995;22.337076628;18.153847980000002;18.196657756999997;5.351000939;20.234714153000002;16.692244301000002;20.316537893;23.091010232000002;19.576323318;14.626360283;15.318187205;20.968211344;10.914807792000001;3.339202422;21.633834717;16.323179566;12.918261966;19.237529108;14.141838089;12.006951976;45.775548307;37.490152379;17.882500498;49.717119176;33.129191902;27.190655267;25.508434286
9;22;47;18;17.325112919000002;13.867752904;13.220548634;20.542427099999998;15.559653955000002;17.047492503999997;13.067306044;18.826026732;11.663865318;15.80779002;13.824141912;10.623143108;13.455576943;21.655134278;18.614017332000003;18.072070259;21.086480176;9.317471393;10.624082146;11.975667976;10.761521866;10.337520222;15.400772704;23.887425092;10.391372609000001;0.767700368;19.266563254;17.080521378;13.455562504;16.09208556;13.392277591000001;18.3000918;18.791533546;18.708671374;3.806225169;20.465617013;14.765051848;21.2261784;17.70623328;18.438475773;8.107585528000001;11.917596060000001;8.527769657;18.981300959000002;11.139566813;8.244431260999999;5.544331313;13.342817432;6.848403498;24.256593023;9.785685664999999;15.581190064000001;20.526634811999998;18.060601242;3.709950777;18.126223006;19.371651066000002;6.384231907999999;12.256609469;14.664928635999999;37.372564447;29.087168519;9.434687457999999;41.314135316000005;24.726208042;18.787671406999998;25.815712826000002
