ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
0;43;67;16.650856499;30.397130222999998;15.711325981;15.167073424;43.820065078999995;19.508749140000003;30.291445262;27.451109756;18.74400486;27.920628236;43.991337184;17.198892419;15.611937964;8.773519680000001;31.778601182;5.56180602;11.31047418;17.960196776;17.411331000000004;18.782526725;64.601880776;44.081833619;30.742522384999997;68.506885679;47.58487206;52.736169777
3;72;14;27.064170599;24.063994443;27.519669300999997;23.044231204;37.486929298999996;14.417154479999999;19.040627102;15.363549776;29.584171140000002;12.430074296;17.462337964;25.686361558999998;24.793401364;30.430483558;20.527783021999998;27.814015202000004;26.063241780000002;36.287528396;22.377585120000003;19.272906545;45.551011556;32.831015459;19.491704224999996;49.456016459;41.25173628;33.685300557000005
5;102;64;35.873415299;8.26862148;26.786634181;21.273780724;26.054340419000003;13.684119359999999;33.957573662;13.274402336;28.851136020000002;19.323144056;35.393853004;38.902525978999996;24.060366244;29.697448438;35.44472958200001;27.080980082000004;25.33020666;35.554493276;21.644550000000002;18.539871425;56.004396596;47.747962019;34.408650785;59.909401499;29.8191474;44.138685597000006
6;43;78;20.414204819;25.180561862999998;13.363232281;15.989839324;38.603496719;14.292180779999999;25.492282622;22.234541396000004;15.6035451;22.704059876;38.774768824000006;19.782464819;10.812775324;11.111286538;26.979438542;4.28143362;10.04681904;16.679824376;13.77394206;18.590987045000002;59.385312416;39.282670979;25.943359745;63.290317318999996;42.3683037;47.519601417000004
16;67;72;24.451294859;22.631295122999997;21.180676621;12.269602444;36.054229979;9.0346671;33.133915982000005;19.685274656000004;23.24517846;20.154793136;36.225502084000006;27.413596979;18.454408684;18.638083077999998;34.621071902000004;15.437678642;7.396655279999999;21.637188236;9.231582419999999;5.35920816;56.836045676;46.924304339;33.584993104999995;60.741050578999996;39.81903696;44.970334677000004
18;7;30;26.706693359;42.124471143;26.991810000999997;40.660422184;55.547405999;31.236090060000002;19.516532762;34.271321276;30.02448888;31.337845796;36.687126784;24.287634539;22.883370543999998;31.748514898;21.003688682;27.784579322000003;32.25752382;37.605559736;30.853070820000003;35.534896325;64.458783056;33.306921119;19.967609884999998;68.363787959;59.31221298;52.593072057
19;40;55;6.759156539999999;34.915771322999994;18.940340821;13.913608504;48.338706179;24.027390240000003;27.787628942;30.011417156000004;22.228702560000002;28.725515876;41.190412924;10.2505509;18.968285284;5.4551691600000005;29.274784862;11.988648062;17.43776586;23.895015475999998;23.04063216;20.391921785;67.284644216;41.578017299;28.238706065;71.18964911900001;52.10351316;55.418933217
20;77;37;25.864916699;23.868319803;27.323994660999997;21.194052124;37.291254658999996;14.221479839999999;24.713645881999998;13.815712796;29.388496500000002;5.7606258;26.149925224;24.911977199;24.597726724;30.234808918;26.200801801999997;27.618340562000004;25.867567140000002;36.091853756;22.181910480000003;17.909772185;47.230202696;38.504034239;25.164723005;51.135207599;41.05606164;35.364491697000005
21;34;72;20.932502579;28.614368882999997;11.243749621000001;19.378378924;42.037303738999995;17.725987800000002;26.668456922;25.668348416000004;15.378528059999999;26.137866896;42.208575844;20.345407439;11.988949624;11.674229158000001;28.155612842;8.04352392;12.631077;23.499104996;17.342968560000003;20.714780525000002;62.819119436;40.458845279;27.119534044999998;66.724124339;45.80211072;50.953408437
22;47;18;18.890556539;29.071605003;25.983855961;27.630939844;42.494539859;19.424765040000004;15.024729482;20.371160336000003;29.016534840000002;17.437684856;22.786965844;18.194181239;21.875416504;25.745887017999998;16.511885402;26.776625282;31.070852340000002;36.597605696;27.385195680000002;24.280517105;50.558622116;28.815117839;15.475806604999999;54.463627019;46.25934684;38.692911117
34;7;54;18.595692059;29.573241902999996;14.440580761;28.109192944;42.996176759;18.684860820000004;13.862667602;26.627221436000003;17.473259640000002;25.069548476;30.418829463999998;15.905557379000001;10.3321413;19.197285658;15.349823522000001;15.233350082;19.70629458;25.054330496;18.30184158;22.983667085;58.190485736;27.653055959;14.313744725;62.095490639;46.76098374;46.324774737000006
38;49;16;20.181671579;27.841535342999997;26.567057401;26.821772104;41.264470198999994;18.194695380000002;15.607930922;19.141090676;29.599736280000002;16.207615196;21.556896184;19.485296279;22.458617944;26.308637098;17.095086842;27.359826722;29.84078268;37.180807136;26.155126020000004;23.050447445000003;49.328552456;29.398319279;16.059008045;53.233557359;45.02927718;37.462841457
41;7;67;23.437640699;32.882386743;17.749725600999998;31.418337784000002;46.305321598999996;21.994005660000003;19.173512222;29.936366276;20.78240448;30.405884756;36.344106244;22.263532919;13.641286144;22.506430498;20.660668142;18.542494922000003;23.01543942;28.363475336;21.610986420000003;26.292811925000002;64.115762516;32.963900579000004;19.624589344999997;68.02076741900001;50.07012858;52.250051517
46;40;52;5.29000458;36.384923283;20.409492780999997;15.123478264000001;49.807858139;25.496542200000004;27.918307382;30.334893896000004;23.69785452;27.256363916;39.721260964;8.781398939999999;20.437437243999998;6.924321120000001;29.405463301999998;13.457800021999999;18.64763562;25.104885235999998;24.25050192;21.235873625;67.492917236;41.708695739;28.369384504999996;71.397922139;53.572665119999996;55.627206237
48;49;88;23.062036799;24.534262202999997;9.68412588;15.167245624;37.957197058999995;13.645881119999999;24.723296942;21.588241736000004;10.8745647;22.057760216000002;38.128469164;23.076286979;10.04378964;15.680871838;26.210452862;10.593042601999999;9.80989044;15.857230675999999;13.262861879999999;17.944687385;58.739012756;38.513685299;25.174374065;62.644017659;41.72200404;46.873301757
58;96;42;34.027956659000004;21.287875442999997;27.226467660999997;22.208132344;36.312815758999996;14.12395284;27.615551102;2.5956602999999996;29.290969500000003;7.59163158;29.051830444;32.909243219;24.500199723999998;30.137281918;29.102707022;27.520813562000004;25.77004014;35.994326756;22.084383480000003;18.979704905000002;45.824226056;41.405939459;28.066628225;49.729230959;40.07762274;33.958515057
63;26;37;9.55235388;38.031396482999995;22.898735341;27.906413164;51.454331339;27.143015400000003;15.794533802;29.934890156;25.93141422;27.001414676;32.350695664;8.72661084;18.790295884;18.628036377999997;17.281689722;23.021517662;28.16444916;33.512485076;26.759996160000004;31.441821665000003;60.122351936;29.584922159;16.245610925;64.027356839;55.21913832;48.256640937
65;41;46;6.01047408;39.315994443;23.340563941;17.102925844;52.388389739;27.884787600000003;25.857620822;30.286032716;26.628925680000002;26.590708496;38.156999224;6.47294028;23.786843524;10.2737274;27.344776742;16.643099222000004;20.6270832;28.050359695999997;26.229949500000004;23.191652225000002;65.928655496;39.648009179;26.308697945;69.83366039900001;56.15319672;54.062944497000004
68;43;46;6.559552139999999;38.540145243;22.564714741;17.652003904;51.963080098999995;27.651764160000003;26.492268602;30.835110776000004;25.853076480000002;27.132382616;37.167010384;7.10758806;23.055355264;9.585931500000001;27.979424522;15.653110382;21.17616126;28.051501136;26.779027560000003;23.740730285;64.938666656;40.282656959;26.943345724999997;68.843671559;55.72788708;53.072955657
85;43;79;20.912086378999998;24.682680302999998;12.865350721;16.487720884;38.105615158999996;13.79429922;24.994401062;21.736659836;15.10566354;22.206178316;38.276887264;20.280346379;10.31489376;11.609168098000001;26.481556981999997;4.77931518;9.548937480000001;17.177705936;13.2760605;18.093105485000002;58.887430856;38.784789419;25.445478185;62.792435759;41.87042214;47.021719857
90;63;72;22.425248519;24.657341462999998;23.206722960999997;10.243556100000001;38.080276319;11.060713439999999;35.159962322000005;21.711320996;25.271224800000002;22.180839476;38.251548424000006;25.387550639;20.480455024;16.612036738;36.647118242000005;13.411632302;6.147691439999999;21.966995095999998;10.018882439999999;7.385254499999999;58.862092016;48.950350679;35.611039444999996;62.767096919;41.8450833;46.996381017000004
96;44;18;18.432301139;30.554980803;25.982785501;29.114315644;43.977915659;20.90814084;15.023659022;21.854536136000004;29.01546438;18.921060656;24.270341644;17.735925839;21.874346044;25.574238897999997;16.510814942;26.775554822000004;31.24849932;36.596535236;28.868571480000004;25.763892905000002;52.041997916;28.814047379;15.474736145000001;55.947002819;47.74272264;40.176286917000006
