ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
0;43;67;12.606513779;22.566001922999998;11.705407621;11.203720384;32.076769919;14.26547358;22.427836382;20.017165556000002;13.71148812;20.289651176;31.914806824;13.024295699;11.429969944;6.557774160000001;23.292563041999998;3.92439984;8.56630902;13.083604375999998;12.94783446;13.503916685;46.815685136;31.939360739;22.189869785;49.456103279;34.924864559999996;38.136879957000005
3;72;14;19.549823039;17.887296783;20.136802440999997;16.530108664;27.398064779000002;10.47835812;14.188442642;11.324396215999998;21.854272860000002;9.06771792;13.195252984;18.858100379;18.117333784;21.669044098;15.053169302;20.252741762000003;19.222661040000002;26.760927296;16.25275344;14.128220765;33.426717596;23.699966999;13.950476044999998;36.067135739;30.246159419999998;24.747912417
5;102;64;26.734587539;6.290779679999999;19.802564041;15.958244044;19.012675139000002;10.144119719999999;25.302606481999998;9.545986679999999;21.52003446;14.211396836;25.836552484;28.967090579;17.783095384;21.334805698;26.167333142;19.918503362000003;18.88842264;26.426688895999998;15.918515039999999;13.793982365;40.737430796;34.814130839;25.064639885;43.377848938999996;21.86076978;32.058625617000004
6;43;78;14.923286399;18.926501823;10.084519140000001;11.626634284;28.437269819;10.625973479999999;19.249757522;16.377665456000003;11.68850034;16.650151076;28.275306724;14.724226199;8.25189108;8.25770466;20.114484181999998;2.81570418;7.536020099999999;11.974908716;10.26367662;13.499935265;43.176185036;28.761281879000002;19.011790924999996;45.816603179;31.28536446;34.497379857000006
16;67;72;18.177562919;17.117771223000002;15.700317361;9.20666394;26.242676399;6.54034578;24.678715141999998;14.568934855999998;17.41778778;14.841420476;26.466576124;20.457051539;13.680848703999999;13.799028538;25.543441802;11.373556981999998;5.378859179999999;15.404319355999998;6.70098768;4.05087072;41.367454436;34.190239499;24.440748544999998;44.007872579;29.09077104;32.688649257
18;7;30;19.111880639;30.941755982999997;19.675900561;29.472655564;40.452523979;22.641227640000004;14.433867182;24.886604996000003;21.681981060000002;22.629926696000002;26.261540824;18.383450039;16.643350383999998;22.543041537999997;15.298593842;20.209784582;23.2538673;27.654003776;22.328181120000004;25.515189425000003;46.988926376;23.945391539;14.195900585;49.629344519;43.30061862;38.310121197
19;40;55;4.9450074;25.809417962999998;14.461050481000001;10.4012442;35.320185959;17.50888962;20.709935702;21.847236356000003;16.38035988;21.224689916;29.995983124;7.87556934;13.858993203999999;4.01486376;21.574662361999998;8.678481539999998;12.64234746;17.062505996;16.9446003;15.014921645;48.645755936;30.221460059;20.471969104999996;51.286174079;38.1682806;39.966950757000006
20;77;37;19.092150419;17.430591603;19.680097261;15.503412304000001;26.941359599000002;10.02165294;18.178632962;9.91069548;21.39756768;4.06189932;18.712578964;18.267871079;17.660628604;21.212338918;19.043359622;19.796036582000003;18.765955860000002;26.304222116;15.79604826;12.892136344999999;34.246154276;27.690157319;17.940666365;36.886572419;29.78945424;25.567349097
21;34;72;15.107188619;21.290293563;8.28287064;14.594137144000001;30.801061559;12.989765219999999;19.781497322;18.741457196000002;11.05503684;19.013942816;30.639098464;15.308414939000002;8.78363088;8.8418934;20.646223982;5.807655899999999;9.622555140000001;17.524344056;12.676718699999999;15.557312585;45.539976776;29.293021679000002;19.543530724999997;48.180394919;33.6491562;36.861171597
22;47;18;14.149773179;21.597572102999997;19.176473581;20.240383984;31.108340099;14.188633439999998;11.333684282;15.034671536;21.182554080000003;12.777993236;16.409607364;13.731346739;16.143923404;18.209010118;12.198410942;19.710357602000002;22.75444032;27.154576796;19.963028760000004;17.838496085000003;37.136992916000004;20.845208639;11.095717685;39.777411059;33.95643474;28.458187737
34;7;54;13.269180179;21.999475442999998;10.733620021;20.530375024;31.510243439;13.6989471;10.733500922;19.450639076;12.73970052;18.460426556;22.092040684;11.863876739000002;7.701069840000001;13.600760998;11.598227582000002;11.267504041999999;14.31158676;18.711723235999997;13.38590058;16.572908885;42.819426236;20.245025279;10.49553432;45.459844378999996;34.35833808;34.140621057000004
