COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
93.0;73.0;0.0;22.943784491;24.164499969;14.788147319999998;24.035404225;16.880611151;16.234249391000002;14.384536401999998;23.607762452;17.314019159999997;27.32624029000001;19.538929546;19.698264675;9.983873547999998;27.135541774000007;18.102388199999993;19.031504973;22.335774757;21.991752783;20.748378320999997;16.276564994999998;17.938613584;15.560791871000001;18.749590253999997;23.508557909999997;18.787320358000002;19.064769868999996;8.910131359999998;25.999497298999998;14.262399180000001;23.000668674;14.126445239999999;17.182577582999993;12.761698432999998;19.79212417;12.049887841000002;11.030282406;20.818386359999998;13.826272440000002;18.560192285;16.810269606;24.869167140000002;21.496548537000002;19.3176648;25.512985272999998;22.411002772;20.855851081;18.142059689999996;20.734465352;22.066505418999995;23.133808714999994;15.152801051;14.661159262;17.967053763999992;21.829766341;13.095452522999999;22.228143467000002;19.520055418000002;25.196330429999996;23.681933120999997;40.90387419500001;32.25340344000001;23.43934278;66.549341821;28.142834264000008;21.943813563;12.738255666999999
44.9;48.4;22.943784491;0.0;2.38793954;14.048528830999999;7.565950235999999;8.458520302;17.122298601999997;13.974468212999996;9.944377063;6.369040570999999;22.350001760999998;15.034660556999999;8.364418886000003;25.719204159000004;31.148261084999998;13.591841651000005;20.752856024000007;14.328414047999999;10.200018134;8.938836212;14.751212006;23.351136555;11.144496382;26.224035905;16.829622760999996;13.641484269000005;26.81998126;22.148960070999998;21.36193057;10.748356091000002;27.013387985;8.817339251;10.336672394;14.534384163999997;12.215551521000002;13.917472812;13.820940017;11.566523891000003;14.112468191000005;8.622524536;17.143880057;11.961384790999999;19.581011408000002;13.036060691000003;23.597448143999998;19.899562442999994;12.422891832000005;12.637039121;13.799290602999998;16.356792570000003;4.944797925999999;22.239461842;16.528848572999994;13.456507215000006;15.689922731999996;15.894702913999996;24.190410118000006;16.836559029;2.580922121;4.036931372;49.874791005999995;41.22432025100001;20.927902450999998;75.520258632;37.11375107500001;30.914730374;31.807907418000003
39.7;48.8;24.164499969;2.3879395400000005;0.0;14.710393328999999;5.548346914;10.518083660000002;15.75878936;13.502519131;8.539396361;8.428603929;21.104327359;16.671764695000004;10.423982244000003;27.439298197000003;30.482193643;11.491058769000002;19.175528262000007;13.082739645999999;11.837122272000004;10.998399570000004;13.387702764;22.685069113;13.204059740000002;25.560971583;15.583948359;12.975416827000005;28.879544618;23.869054108999997;20.116256168;12.807919449000003;26.347320543000002;10.537433289;9.789125292000001;16.143996482;11.549484079000003;15.527085130000001;15.880503374999998;9.465741009;12.011685309;6.763926134;18.642511095;10.534825268999999;18.335337006;10.935277809000002;22.254785782;18.505468981;11.362134370000001;14.696602479000003;12.553616201;17.007252748;7.004361283999998;24.299025200000003;17.588235271000002;11.355724333000003;15.048482050000002;17.504315232000003;22.795563836000003;15.590884627000001;1.9148546789999998;1.9361484899999999;50.07703330400001;41.426562548999996;19.533808988999997;75.72250093;37.31599337299998;31.116972672;33.02862289599999
51.0;78.3;14.788147319999998;14.048528830999999;14.710393328999997;0.0;18.152834185000007;14.273696410999998;10.351679351;2.324153062;17.72519241200001;10.6150671;21.645153670000003;21.863570986;14.733714554999997;19.900509328;30.507071254000007;9.970286039999998;13.148934932999998;17.959610377;16.989693663;15.692240300999996;10.393994954999998;21.310143064000002;17.335690871;16.184618933999996;17.82085089;21.749507218000012;22.479854729;15.925280659999997;20.116927259000004;16.466890440000004;26.372198154;8.16157554;5.501077203;10.702770712999998;21.806216830000007;8.681644081;14.401811885999997;12.557749679999999;3.00419496;9.106085644999997;20.181799085999998;19.188080520000007;19.248098097000003;12.386076180000002;22.690794073000006;18.941477272000004;21.308070421000004;19.390443210000004;20.580023612000005;11.684196198999997;15.774264095;18.524330531;3.5623460620000005;9.834951603999999;22.96567416100001;12.611760542999999;16.345573426999998;20.45601407800001;15.941116289999998;14.227826480999997;44.27540367499999;35.62493291999999;19.969817280000008;69.92087130099999;31.514363744000004;25.315343043000002;23.652270247000004
25.7;48.4;24.035404225;7.565950236;5.548346914;18.152834185000003;0.0;15.696094356000001;11.058713856;16.734580667000007;4.2768791969999995;12.802743084999996;17.257195595000006;21.751602850999998;15.598828119999997;29.147766233;29.792084578999994;12.283525404999999;19.469829598000008;9.496623001999998;16.916960428000003;16.176410266;8.687627260000001;21.994960049;18.382070436000003;25.431875839;11.997831714999998;16.901886083000004;31.389103734000003;25.172537565;15.892358003999998;17.985930145000005;25.657211479;15.036687505;14.791110928;20.960477478000005;15.625830995000001;20.343566126000002;20.374755931;10.258207645;15.243746845;11.765911769999999;19.466812411;8.435511744999998;14.445647361999997;10.890948565;17.992268618000004;14.242951816999994;14.581240166;19.816956055000002;12.119237696999999;21.506506964000007;12.182371979999997;26.651813676;19.948696427000005;12.148190969;18.118053026;22.320796228000003;18.126825372000006;15.156506123000002;7.092865375000001;6.218823886000001;49.386924240000006;40.73645348499999;15.271291824999995;75.03239186599998;36.62588430899999;30.42686360799999;32.899527152000005
66.1;47.6;16.880611151;8.458520301999998;10.51808366;14.273696411000001;15.696094356000001;0.0;21.698242701999995;16.358920713000003;17.016936103000006;4.397904551;28.335882981;9.420294356999998;4.434308485999999;20.927662359000003;25.452035865;18.902135171;24.378733424000007;21.546203928000008;6.917800634;5.620347272;21.740558306;18.669118514999994;3.6302833420000002;24.213583565;24.047412641;16.821223869000004;19.21376008;15.429767130999998;28.579720450000003;2.618211971;21.317162764999996;6.846203231;14.623252274000004;8.823878164;16.746109461000003;8.206966812;7.375910117;17.934012131000003;17.038962611000002;13.944733156000003;11.683286176999998;19.229958551000006;22.506191228000002;19.403548931000003;26.522627964;23.420645463;17.518519872000002;9.318550180999999;20.119633723;17.719440690000003;7.895200185999999;14.757606742;14.270131112999998;18.766800735;17.385804132;9.509328794;26.277162958;20.529698109;10.711066241000003;11.518822172;42.285835366;33.635364611;24.448985470999997;67.931302992;29.524795434999998;23.325774734;25.121929158000004
16.1;75.0;16.234249391;17.122298601999997;15.758789360000003;10.351679351;11.058713856000002;21.698242701999998;0.0;8.933425833000001;10.631072083000003;19.186339931000003;14.551033341000002;19.948973157;23.304987386000004;21.346611399000004;27.545585385;8.391577151;11.668674764;10.865490048;23.410312334;23.473590211999998;3.2998746259999994;19.748460854999998;20.378423422;17.630721005;10.726730561000004;14.655386889000003;23.9259568;17.371382730999994;13.022806930000002;19.080030731;23.410712285;16.732848371;11.357276114000001;15.767973064;14.712096501000005;16.845041592;15.847913957000001;11.829543431000001;7.442592011;11.197362076000001;17.220313217;12.093960191;12.153977768;9.397855871000003;15.596673744000002;11.847356943000003;14.213950092000005;22.927517741000003;13.485903283000003;14.722754250000001;19.771629346000008;19.970432602000002;12.147541592999998;8.256242714999999;15.871553832000002;16.663469774;8.977176118000001;13.361893749000004;16.649213741;15.576465572;45.72150574600001;37.07103499100001;12.875696951000002;71.366973372;32.96046581500001;26.761445114000004;25.098372318000006
49.1;79.8;14.384536401999997;13.974468212999998;13.502519131;2.324153062;16.734580667000003;16.358920713;8.933425833;0.0;16.306938894;12.700291402;20.226900152000002;22.506848107999993;16.818938857000003;19.496898409999996;30.103460336000005;10.279857922;11.730681415;16.541356859;19.074917965;17.777464603000002;8.975741437;20.906532146;18.528710432999997;15.781008016;16.402597372;20.331253700000005;22.076243810999998;15.521669741999997;18.698673741;17.230317742;25.968587236000005;10.246799842;6.866511445;12.787995014999998;20.387963312000007;10.766868383;13.998200967999999;12.867321561999997;1.5704767420000003;9.603471686999999;19.778188167999996;17.769827002000003;17.829844579000003;12.016841242;21.272540555000006;17.523223754000004;19.889816903000003;21.109978251999998;19.161770094000005;11.612037520999998;16.250176437;18.120719613000002;5.535760064;10.144523486;21.547420643000002;14.696984845;14.927319909;19.037760560000006;15.082906672;13.019952282999997;43.87179275700001;35.22132200200001;18.551563762;69.51726038299999;31.110752826000002;24.911732125;23.248659329000006
24.9;41.3;23.607762452;9.944377062999997;8.539396361;17.725192412000002;4.2768791969999995;17.016936103000003;10.631072083000001;16.306938894;0.0;15.793792531999994;14.411619522;18.170446218;14.356482046999997;28.631955359999992;25.767058446;15.765090211999995;19.042187825000006;6.4577291489999995;14.763505415;14.647777133;8.259985487;17.969933916;18.130007563;25.004234066000002;8.891240522;12.87685995;27.364077601;24.656726692;12.235997971;19.306771892;21.632185346000004;18.027736952;15.143411855;23.141486125;12.933569561999999;21.460212813000005;22.099252598000003;14.000825912;14.816105072;14.756961216999999;15.441786278;6.489844532;10.420621228999998;14.633566832000001;13.967242485;10.217925683999999;12.405459213;17.663501042000004;9.853908723999998;22.096267311000005;10.391859727;22.626787543000006;19.521054654000004;15.629755775999996;14.093026893;24.036982835;17.699183599000005;11.58336681;8.065503182;9.209873332999999;45.36189810700001;36.711427351999994;11.246265691999998;71.007365733;32.600858175999996;26.401837475;32.47188537900001
59.0;50.7;17.31401916;6.369040571;8.428603929;10.615067099999997;12.802743084999998;4.397904551;19.186339931000003;12.700291402;15.793792531999998;0.0;28.39066615;11.987779126;4.857922695;20.089438828000002;29.289681213999998;15.243505859999999;20.720104113000005;20.369078437;7.113901803;5.816448441000001;19.228655535000005;21.736698784;7.117780270999999;23.395259994;22.870287149999992;15.540587817999995;21.691294769;16.519194739999996;27.402594958999998;6.687740340000001;25.154808114;3.18757392;10.964622962999998;8.431414913;15.544296009999998;7.814503560999999;7.810941606;14.27538282;13.380333299999998;10.286103844999998;14.250770946;17.789221440000002;23.047843797000002;15.744919620000003;27.064280533;23.962298032;16.237883820999997;9.51465135;18.838997672;14.060811378999997;6.559064795;17.735770570999996;11.839370361999997;15.108171424;16.414071061000005;9.810321362999998;22.618533647000003;21.071350678;8.62158651;8.046670641;44.701959395;36.05148864000001;24.990638039999993;70.34742702099999;31.94091946400001;25.741898763000002;26.178142087
