COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
93.0;73.0;0.0;23.193732409;24.103495860000002;14.79076488;23.86310214;16.90013442;16.17630018;14.393058719999999;23.777745239999998;17.366968619999998;27.06545562;19.66602834;20.00530206;9.97965816;27.36477516;18.20879508;18.85461996;22.13041692;22.039571399999996;20.755213259999998;16.26799776;17.974549080000003;15.635032320000002;18.725936039999997;23.612926079999998;18.675009900000003;18.84109032;8.854832519999999;26.26463622;14.271138899999999;23.25171366;14.228870880000004;17.0302662;12.65292378;19.74474906;11.769128459999996;11.103413399999999;20.844884699999998;13.69069536;18.65658246;16.809889020000004;24.748997340000003;21.5427498;19.25197356;25.91719278;22.4131887;20.65764456;18.153720180000004;20.60811564;21.76276452;23.539774499999996;15.04907652;14.690953019999995;18.07116684;21.604067099999998;13.045327979999998;22.18911852;19.551270480000003;25.480419839999996;23.679933599999995;41.53343135999999;32.36292;23.413090979999996;67.18963008;28.70779932;22.220120279999996;12.971853239999998
44.9;48.4;23.193732409000003;0.0;2.4539580000000005;14.142345;7.55102586;8.305284000000002;17.036255039999997;14.020682759999998;9.88722348;6.3964827600000005;22.2560505;15.033822359999998;8.67504138;25.603880340000007;31.255006079999998;13.253023440000002;20.983874940000003;14.4613998;10.114137060000004;9.22257318;14.6873133;23.25065166;11.290172519999999;26.254904700000004;17.05302606;13.535553300000002;26.59770876;22.459395539999996;21.63971922;10.60033764;27.14194458;8.955329279999999;10.37599836;14.6672322;12.223551660000004;13.963078620000001;13.747193099999999;11.35511028;14.01528306;8.516691960000001;16.971798059999994;12.010340519999998;19.5422412;12.77743266;23.67440412;19.8569112;12.452763600000003;12.85144998;13.88186874;16.453521419999998;4.9561136999999995;22.19170338;16.41292746;13.115395200000002;15.75164856;15.815718419999996;24.020736300000003;16.699984500000003;2.6301615600000003;4.04740206;50.265254639999995;41.09474328;20.85681348;75.92145336;37.4396226;30.951943559999997;31.527189180000004
39.7;48.8;24.112678791000004;2.4591743800000003;0.0;14.510853599999999;5.44014714;10.425300120000005;15.62373036;13.321846379999998;8.4746988;8.516498879999999;20.863770360000004;16.893627660000003;10.795057499999999;27.169810320000007;30.57284004;11.091089160000001;19.278928620000002;13.069119659999998;11.973942360000002;11.342589299999998;13.274788619999995;22.56848562;13.41018864;25.679699339999996;15.660745920000002;12.853387260000002;28.717724880000006;24.3221904;20.247439080000003;12.72035376;26.459778540000002;10.52125926;9.74071668;16.232549160000005;11.54138562;15.528395579999996;15.867209219999998;9.193176000000001;11.85334878;6.883476900000001;18.61626912;10.61806038;18.149961060000006;10.61549838;22.28212398;18.464631060000006;11.2569381;14.823972900000001;12.56903448;17.175486120000006;7.07612982;24.2188845;17.53445994;10.95346092;15.184297980000004;17.381035380000004;22.58749758;15.659687880000002;1.9479955199999999;1.88546778;50.446580400000016;41.276069039999996;19.464533340000006;76.10277912000001;37.62094836;31.13326931999999;32.88253032000001
51.0;78.3;14.799539100000002;14.147152669000006;14.510853599999999;0.0;18.17507454;14.1871095;10.48827258;2.4810516600000003;18.08971764;10.576663979999992;21.71935836;21.83332194;14.846065919999997;20.250918300000002;30.83723112;9.70986186;13.166592359999997;18.045980280000002;17.297758679999998;15.933343859999994;10.579970159999998;21.447005040000008;17.365653539999997;16.366968359999998;18.151368060000003;21.82343442;22.313546280000004;16.042208700000003;20.57660862;16.357485419999996;26.724169619999998;8.191707599999997;5.359773359999999;10.751907719999997;21.86948724;8.669129700000001;14.575869359999999;12.03927708;3.1250151;8.962125959999998;20.28234498;19.464100440000003;19.48860294;11.9217471;23.026935;19.209442080000002;21.29490396;19.746901680000004;20.5444377;11.893742399999997;15.715826459999997;18.52153248;3.51128514;9.57223362;22.80014388;12.527367539999998;16.501090919999996;20.540316300000004;15.542129760000003;14.087291339999997;45.00588732;35.83537596;20.20934436;70.66208604;32.180255280000004;25.692576239999998;23.569799340000003
25.7;48.4;23.874379175000005;7.558336344;5.44014714;18.175074539999997;0.0;15.522367980000004;10.88857632;16.70684334;4.26953838;12.906283319999998;17.26838076;21.88998804;15.730712579999999;29.323255560000003;30.1385412;11.70121836;19.357083900000003;9.473730060000001;16.970302739999997;16.37192958;8.539634580000001;22.134186780000004;18.43952892;25.439305620000003;12.06535632;17.049138839999998;31.35948648;25.114545960000004;15.94479294;17.81742162;26.0254797;14.792047859999998;14.689387379999998;20.808909360000005;15.426826260000004;20.10475578;20.47813434;9.8033052;15.238345739999998;11.676671339999999;19.58365506;8.185411440000001;14.554571460000004;10.674282780000002;18.252639419999998;14.435146499999995;14.27556402;19.82033328;12.469502879999999;21.446274720000005;12.105470100000002;26.72719602;20.005807740000005;11.56359012;18.0258483;21.975511800000003;17.873057579999998;15.56015628;7.04506338;6.231674400000001;50.01228156000001;40.8417702;15.435048779999999;75.66848028000001;37.18664952;30.69897048;32.64213660000001
66.1;47.6;16.909666668999996;8.310849698;10.425300120000005;14.1871095;15.522367980000004;0.0;21.758125680000003;16.42518276;17.029073819999997;4.31829096;28.09618794;9.2025774;4.48180548;21.304454400000004;25.655889239999997;18.702441299999997;24.43644546;21.65992584;7.1307927;5.76637788;21.849823260000004;18.323125079999997;3.6548179200000006;24.30776154;24.251552099999998;16.80794658;19.151446319999998;15.704719260000005;28.83824526;2.62899552;21.54282774;6.748543259999999;14.678416619999998;8.69372592;16.8940308;7.989572339999999;7.41486978;17.90276298;17.069146199999995;13.54099956;11.58515592;19.20886656;22.57348212;19.32508536;26.9479251;23.443921019999998;17.55873204;9.417962520000001;20.03856936;17.69369964;8.03102778;14.878282559999999;13.86807174;18.564813059999995;17.384853659999997;9.53150436;25.73797374;20.5820028;10.60150368;11.483487359999998;42.96605658;33.79554522;24.4438233;68.6222553;30.140424539999998;23.6527455;24.607512840000002
16.1;75.0;16.192129969;17.048118278;15.623730359999998;10.48827258;10.888576319999999;21.75812568;0.0;9.02004138;10.803219420000001;18.791050859999995;14.432860139999999;19.92759174;23.0604528;21.636453600000003;27.62633856;8.573321940000001;11.67028194;10.75948206;23.2957548;23.56004856;3.29347194;19.62198414;20.493023580000003;17.752503660000002;10.864869840000003;14.536936199999996;23.69908158;17.427744000000004;13.290110400000003;19.12913016;23.51327706;16.40609448;11.480143200000002;15.86923476;14.58298902;16.901536200000006;15.961404660000001;11.91443628;7.55154378;11.47224444;17.071452419999996;12.17760222;12.202104720000001;9.36237024;15.740436779999996;11.92294386;14.008405739999999;22.87588266;13.257939480000001;15.0107277;19.92376494;19.90706778;12.31900578;8.435693700000002;15.513645659999998;16.650855420000003;8.8656672;13.25381808;16.53029256;15.32188854;46.39142262000001;37.22091126000001;12.92284614;72.04762134;33.565790580000005;27.07811154;24.955334640000004
49.1;79.8;14.407354178;14.031011666999998;13.321846379999998;2.4810516600000003;16.706843340000002;16.42518276;9.02004138;0.0;16.62148644;12.81473724;20.251127160000003;22.740778140000003;17.08413918;19.853212140000007;30.43952496;10.358139959999999;11.69836116;16.577749080000004;19.53583194;18.171417119999997;9.11173896;21.049298880000006;18.709782120000007;15.969262199999994;16.68313686;20.355203220000003;21.91584012000001;15.64450254;19.10837742;17.345888700000003;26.326463460000003;10.42978086;6.8748867;12.989980979999999;20.401256040000003;10.90720296;14.178163199999998;12.68755518;1.5494904000000003;9.48982272;19.884638820000003;17.995869240000005;18.02037174;12.09571476;21.558703800000004;17.74121088;19.826672760000005;21.228469980000007;19.076206500000005;11.922342839999999;16.224639239999995;18.12382632;5.64249996;10.22051172;21.331912680000002;14.765440799999999;15.032859720000001;19.072085100000006;14.827588859999999;12.89828412;44.60818116;35.43766980000001;18.741113159999998;70.26437987999999;31.782549120000006;25.294870080000003;23.172093180000008
24.9;41.3;23.786628988;9.892140676999999;8.474698799999999;18.08971764;4.269538379999999;17.029073819999997;10.803219420000001;16.62148644;0.0;15.894021359999998;13.98715752;18.42637776;14.56802886;29.128533000000004;26.125124579999998;15.42744054;19.271727000000006;6.614950319999999;14.92890858;14.710377959999999;8.454277679999999;18.120770160000003;18.02001642;25.35394872;8.78413308;13.03572222;27.34606986;24.9198234;12.42722736;19.32412746;22.01206308;17.779785899999997;15.0418338;23.470679820000004;13.08177504;21.856714200000003;22.34410518;13.529527379999998;15.152988839999995;14.664409379999995;15.570238439999995;6.496729500000001;10.700890739999998;14.400504960000001;14.239222799999995;10.42172988;12.28736298;17.77893912;10.036530359999999;22.612172760000004;10.49446866;22.7137794;19.920450840000004;15.289812300000001;14.012431679999999;24.252300480000002;17.78770068;11.7526041;8.08292244;9.219412439999997;45.99886494000001;36.82835358;11.421632159999998;71.65506366000002;33.1732329;26.68555386;32.5567797
59.0;50.7;17.375742839999997;6.401290429;8.516498879999999;10.576663979999998;12.906283319999998;4.318290960000001;18.79105086;12.81473724;15.894021360000004;0.0;28.29344202;11.857103399999998;4.910877360000001;19.786648800000002;29.26554582;15.091995779999998;20.915080320000005;20.523940680000003;7.300345920000001;5.9359311;18.88274844;21.857996460000003;7.06756494;23.50240038;23.115566940000004;15.762668280000003;21.53886054;16.93902888;27.7022601;6.6133446000000005;25.3117848;3.13809774;11.0679711;8.513727839999998;15.848752500000003;7.809574259999999;7.83929142;14.292317460000001;13.45870068;9.930554039999999;14.168178239999998;18.072881400000007;22.7707362;15.714639840000002;27.14517918;23.641175099999998;16.513453740000003;9.74948892;18.99329106;14.083254120000001;6.765918300000001;17.746846739999995;11.841312599999997;14.95436754;16.462396380000005;9.662214059999997;22.127528220000002;20.779256880000002;8.69270244;8.211932459999998;45.41687874;36.24636738;24.64107738;71.07307746;32.5912467;26.10356766;26.099998440000004
