;ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
0;0;43;67;12.168478259999999;20.618381939999995;10.92644382;10.685113439999999;31.75027752;13.866630299999999;21.940195139999997;19.871153699999997;13.131667920000002;20.122680239999998;31.541448480000007;12.460246140000002;11.0566116;6.14083824;22.26727608;3.8338471200000006;8.48531622;12.362586480000001;12.548991179999998;13.285836899999998;46.145350440000016;31.135530180000003;21.429011519999996;48.36947088;33.86497236;36.754652940000014
1;3;72;14;19.11178752;15.9396768;19.357838639999997;16.011501720000002;27.071572380000006;10.079514839999998;13.700801400000001;11.178384359999999;21.274452660000005;8.900746980000001;12.82189464;18.29405082;17.743975439999996;21.25210818;14.027882340000001;20.16218904;19.141668239999998;26.039909400000006;15.85391016;13.910140980000001;32.756382900000006;22.896136439999996;13.189617779999999;34.98050334;29.18626722000001;23.365685400000004
2;5;102;64;26.296552020000004;4.3431597;19.023600239999993;15.439637099999997;18.68618274;9.74527644;24.814965240000003;9.399974819999999;20.940214259999994;14.0444259;25.463194140000006;28.403041020000003;17.409737039999996;20.917869779999993;25.14204618;19.827950639999994;18.807429839999994;25.705671;15.51967176;13.57590258;40.06709610000001;34.01030028;24.303781620000002;42.291216539999986;20.800877579999998;30.676398600000006
3;6;43;78;14.48525088;16.978881839999996;9.30555534;11.108027340000001;28.11077742;10.227130200000001;18.76211628;16.2316536;11.10868014;16.48318014;27.901948380000007;14.160176640000003;7.878532740000001;7.840768740000001;19.08919722;2.72515146;7.4550273;11.253890820000002;9.86483334;13.281855480000003;42.50585034;27.957451320000004;18.25093266;44.72997077999999;30.22547226;33.11515284000001
4;16;67;72;17.7395274;15.17015124;14.92135356;8.688057;25.916183999999994;6.1415025;24.191073900000003;14.422922999999999;16.837967580000004;14.67444954;26.09321778000001;19.89300198;13.30749036;13.38209262;24.51815484;11.28300426;5.29786638;14.683301459999996;6.3021444;3.83279094;40.69711974;33.386408939999995;23.679890280000002;42.921240179999984;28.030878839999996;31.30642224
5;18;7;30;18.67384512;28.994135999999997;18.89693676;28.954048620000002;40.126031579999996;22.242384360000003;13.946225940000001;24.74059314;21.10216086;22.462955760000003;25.888182480000005;17.819400480000002;16.26999204;22.12610562;14.273306880000002;20.119231860000003;23.1728745;26.932985880000004;21.929337840000002;25.297109640000002;46.318591680000004;23.14156098;13.43504232;48.54271212;42.24072642;36.92789418
6;19;40;55;4.50697188;23.861797979999995;13.682086680000001;9.88263726;34.993693560000004;17.110046339999997;20.222294459999997;21.7012245;15.80053968;21.05771898;29.622624780000002;7.31151978;13.485634860000001;3.5979278399999997;20.5493754;8.58792882;12.56135466;16.3414881;16.54575702;14.79684186;47.97542124;29.417629500000004;19.71111084;50.19954167999999;37.1083884;38.58472374
7;20;77;37;18.6541149;15.48297162;18.90113346;14.984805360000003;26.614867200000003;9.622809659999998;17.69099172;9.76468362;20.81774748;3.89492838;18.339220620000003;17.703821519999998;17.28727026;20.795403;18.01807266;19.70548386;18.68496306;25.583204220000006;15.39720498;12.674056560000002;33.57581958000001;26.886326759999992;17.1798081;35.79994002;28.72956204000001;24.185122080000003
8;21;34;72;14.6691531;19.34267358;7.50390684;14.075530200000003;30.474569159999998;12.590921940000001;19.293856079999998;18.595445339999998;10.47521664;18.846971879999998;30.265740120000004;14.744365380000003;8.41027254;8.42495748;19.62093702;5.7171031800000005;9.54156234;16.803326159999997;12.27787542;15.3392328;44.86964208000001;28.48919112;18.782672459999997;47.09376252;32.589264;35.478944580000004
9;22;47;18;13.71173766;19.649952119999995;18.39750978;19.721777039999996;30.781847700000004;13.789790159999999;10.84604304;14.88865968;20.60273388;12.611022300000002;16.036249020000003;13.16729718;15.770565060000003;17.792074200000002;11.17312398;19.61980488;22.67344752;26.433558899999998;19.564185479999995;17.6204163;36.46665822000001;20.041378079999998;10.334859419999999;38.69077866;32.896542540000006;27.075960719999998
10;34;7;54;12.83114466;20.051855460000002;9.95465622;20.011768080000003;31.18375104;13.300103820000002;10.24585968;19.30462722;12.159880320000001;18.293455620000003;21.71868234;11.299827180000001;7.3277114999999995;13.18382508;10.57294062;11.176951320000002;14.23059396;17.99070534;12.987057300000002;16.354829100000007;42.14909154;19.441194720000002;9.734676060000002;44.373211979999994;33.29844588;32.75839404
11;38;49;16;14.71901736;18.67058274;18.812906039999998;18.74240766;29.802478320000002;12.81042078;11.2614393;13.9092903;21.01813014;11.631652920000002;15.05687964;14.17457688;16.185961320000004;18.43208556;11.58852024;20.03520114;21.872574179999994;26.84895516;18.5848161;16.641046920000004;35.487288840000005;20.45677434;10.750255679999999;37.71140928;31.91717316;26.09659134
12;41;7;67;16.423038840000004;22.503769560000002;12.406570319999998;22.463682180000003;33.63566514;15.75201792;13.562614739999999;21.75654132;14.611794419999999;22.00806786;25.504571280000004;15.71267616;9.7796256;15.635739179999998;13.889695679999999;13.62886542;16.682508060000004;20.44261944;15.4389714;18.806743200000007;45.93498048000001;22.757949780000004;13.05143112;48.15910092;35.750359980000006;36.544282980000006
