;ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
0;0;43;67;16.79204904;28.474778460000003;15.07753806;14.92816428;42.66803190000001;19.17045888;30.5946444;27.286382400000004;18.172502820000002;27.882709140000003;42.88179918000001;16.78699056;15.643623300000002;8.39669136;31.112285400000005;5.786283480000001;11.4120903;18.10433466;17.00745774;18.2956299;63.483922860000014;43.11119346;30.274039080000005;67.28657154000001;45.64196118;50.403219240000006
1;3;72;14;27.150490680000004;22.41529932;26.702854500000004;22.98392784;36.60855276;14.135952360000001;19.10807556;15.520960139999998;29.57721618;12.73331934;17.04941004;25.336787040000004;25.030319940000005;29.924991900000002;19.625716560000004;27.852780000000003;26.866493880000004;35.21889198;22.000385880000003;19.845989640000003;44.98692198;31.624624620000002;18.787470239999998;48.78957065999999;39.58248204;31.906218360000004
2;5;102;64;36.297762840000004;6.30596232;25.710636360000006;21.395157120000004;24.80684526;13.143734219999997;33.82106454000001;13.581976679999997;28.584998040000002;19.367731380000002;34.36682142000001;38.12992548;24.038101800000007;28.93277376;34.338705540000014;26.86056186;25.874275740000005;34.22667384;21.008167740000005;18.726261240000003;54.96894510000001;46.337613600000005;33.50045922;58.77159378;27.780774540000003;41.888241480000005
3;6;43;78;20.14840878;23.59062762;12.361872;15.388165739999998;37.78388106000001;14.286308040000002;25.934520539999998;22.40223156;14.74291092;22.998558300000003;37.99764834000001;19.219228320000003;10.98349944;10.828929119999998;26.45216154;4.06322046;10.41459942;16.381271639999998;13.02180726;19.016950440000002;58.59977202000002;38.4510696;25.61391522;62.402420699999986;40.757810340000006;45.51906840000001
4;16;67;72;24.44011932;20.854596299999997;20.052608760000002;12.04617192;34.72426194000001;8.62153398;33.3310953;19.666200240000002;22.926970439999998;20.26252698;35.26161702000001;26.86181688;18.3800742;18.018856919999998;33.8487363;15.72812334;7.3257771;20.72108514;8.622918420000001;5.187807419999999;55.863740700000015;45.84764436;33.01048998;59.666389380000005;37.69819122;42.78303708000001
5;18;7;30;25.99788444;40.57486013999999;26.231551680000003;40.394474759999994;54.76811358;31.27054056;18.95549982;33.80402004;29.32651644;31.01637924;34.997363820000004;24.602286780000004;22.9236624;31.272761280000005;19.47314082;27.95445102;32.33593242;37.80645528;30.465150060000003;36.00118296;63.26998187999999;31.47204888;18.6348945;67.07263055999998;57.742042859999984;50.189278259999995
6;19;40;55;6.62283708;32.80893762;17.96957214;13.0666575;47.00219106;23.504618039999997;27.6797733;29.71981536;21.26576544;29.187302279999997;40.0254417;10.15520166;19.11420372;5.01621252;28.1974143;11.9918076;16.97228748;22.926723480000003;22.145334599999998;20.01974292;65.91735582000001;40.19632236;27.35916798;69.7200045;49.97612033999999;52.836652199999996
7;20;77;37;25.095732599999998;21.55631496;25.843870140000007;20.37748794;35.7495684;13.276968;24.357969900000004;13.682591460000001;28.718231820000003;5.4976432200000005;24.903726780000003;24.05711724;24.171335580000008;28.92624318;24.875610900000005;26.993795640000005;26.00750952000001;34.35990762;21.141401520000006;17.281473;46.34516838000001;36.874518959999996;24.037364580000002;50.147817059999994;38.723497679999994;33.264464759999996
8;21;34;72;20.6993241;26.907852779999995;10.80222474;18.867291660000003;41.101106220000005;17.603533199999998;27.25815672;25.719456719999997;14.879185199999998;26.315783460000002;41.314873500000004;20.047218299999997;12.226345560000002;11.6569191;27.775797719999996;8.324556059999999;12.48164484;23.58920556;16.7981427;20.57053452;61.91699718;39.774705780000005;26.937551399999997;65.71964585999999;44.0750355;48.836293559999994
9;22;47;18;18.575564340000003;27.35233224;25.22138874;27.04814298;41.54558568;19.07298528;14.63788416;20.45799306;28.3163535;17.670352259999998;21.651336840000003;18.0887211;21.913499460000004;24.814090680000003;15.155525160000003;26.944288080000003;31.325769479999998;36.796292339999994;26.937418800000003;24.783022560000003;49.9239549;27.154433220000005;14.317278840000002;53.72660357999999;44.519514959999995;36.84325128
