ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
0;43;67;12.20498122;20.78068361;10.99135747;10.72833069;31.77748522;13.89986724;21.98083191;19.88332135;13.17998627;20.13659448;31.57256168;12.50725027;11.0877248;6.175582902;22.35271666;3.841393178;8.49206562;12.4226713;12.58222812;13.30401022;46.20121166;31.20251606;21.49241638;48.46002358;33.95329671;36.86983852
3;72;14;19.14829048;16.10197847;19.42275229;16.05471897;27.09878008;10.11275178;13.74143817;11.19055201;21.32277101;8.914661224;12.85300784;18.34105495;17.77508864;21.28685284;14.11332292;20.1697351;19.14841764;26.09999422;15.8871471;13.9283143;32.81224412;22.96312232;13.25302264;35.07105604;29.27459157;23.48087098
5;102;64;26.33305498;4.505461367;19.08851389;15.48285435;18.71339044;9.77851338;24.85560201;9.412142474;20.98853261;14.05834014;25.49430734;28.45004515;17.44085024;20.95261444;25.22748676;19.8354967;18.81417924;25.76575582;15.5529087;13.5940759;40.12295732;34.07728616;24.36718648;42.38176924;20.88920193;30.79158418
6;43;78;14.52175384;17.14118351;9.370468989;11.15124459;28.13798512;10.26036714;18.80275305;16.24382125;11.15699849;16.49709438;27.93306158;14.20718077;7.909645936;7.875513402;19.1746378;2.732697518;7.4617767;11.31397564;9.89807028;13.3000288;42.56171156;28.0244372;18.31433752;44.82052348;30.31379661;33.23033842
16;67;72;17.77603036;15.33245291;14.98626721;8.731274246;25.9433917;6.17473944;24.23171067;14.43509065;16.88628593;14.68836378;26.12433098;19.94000611;13.33860356;13.41683728;24.60359542;11.29055032;5.30461578;14.74338628;6.33538134;3.850964255;40.75298096;33.45339482;23.74329514;43.01179288;28.11920319;31.42160782
18;7;30;18.71034808;29.15643767;18.96185041;28.99726587;40.15323928;22.2756213;13.98686271;24.75276079;21.15047921;22.47687;25.91929568;17.86640461;16.30110524;22.16085028;14.35874746;20.12677792;23.1796239;26.9930707;21.96257478;25.31528296;46.3744529;23.20854686;13.49844718;48.63326482;42.32905077;37.04307976
19;40;55;4.543474841;24.02409965;13.74700033;9.925854506;35.02090126;17.14328328;20.26293123;21.71339215;15.84885803;21.07163322;29.65373798;7.358523911;13.51674806;3.632672502;20.63481598;8.595474878;12.56810406;16.40157292;16.57899396;14.81501518;48.03128246;29.48461538;19.7745157;50.29009438;37.19671275;38.69990932
20;77;37;18.69061786;15.64527329;18.96604711;15.02802261;26.6420749;9.6560466;17.73162849;9.776851274;20.86606583;3.908842624;18.37033382;17.75082565;17.31838346;20.83014766;18.10351324;19.71302992;18.69171246;25.64328904;15.43044192;12.69222988;33.6316808;26.95331264;17.24321296;35.89049272;28.81788639;24.30030766
21;34;72;14.70565606;19.50497525;7.568820489;14.11874745;30.50177686;12.62415888;19.33449285;18.60761299;10.52353499;18.86088612;30.29685332;14.79136951;8.441385736;8.459702142;19.7063776;5.724649238;9.54831174;16.86341098;12.31111236;15.35740612;44.9255033;28.556177;18.84607732;47.18431522;32.67758835;35.59413016
22;47;18;13.74824062;19.81225379;18.46242343;19.76499429;30.8090554;13.8230271;10.88667981;14.90082733;20.65105223;12.62493654;16.06736222;13.21430131;15.80167826;17.82681886;11.25856456;19.62735094;22.68019692;26.49364372;19.59742242;17.63858962;36.52251944;20.10836396;10.39826428;38.78133136;32.98486689;27.1911463
34;7;54;12.86764762;20.21415713;10.01956987;20.05498533;31.21095874;13.33334076;10.28649645;19.31679487;12.20819867;18.30736986;21.74979554;11.34683131;7.358824696;13.21856974;10.6583812;11.18449738;14.23734336;18.05079016;13.02029424;16.37300242;42.20495276;19.5081806;9.798080915;44.46376468;33.38677023;32.87357962
38;49;16;14.75552032;18.83288441;18.87781969;18.78562491;29.82968602;12.84365772;11.30207607;13.92145795;21.06644849;11.64556716;15.08799284;14.22158101;16.21707452;18.46683022;11.67396082;20.0427472;21.87932358;26.90903998;18.61805304;16.65922024;35.54315006;20.52376022;10.81366054;37.80196198;32.00549751;26.21177692
41;7;67;16.4595418;22.66607123;12.47148397;22.50689943;33.66287284;15.78525486;13.60325151;21.76870897;14.66011277;22.0219821;25.53568448;15.75968029;9.810738796;15.67048384;13.97513626;13.63641148;16.68925746;20.50270426;15.47220834;18.82491652;45.9908417;22.82493566;13.11483598;48.24965362;35.83868433;36.65946856
46;40;52;3.489758921;25.07781557;14.80071625;10.79297811;36.07461718;18.1969992;20.44992645;22.24958785;16.90257395;20.0179173;28.60002206;6.304807991;14.57046398;4.686388422;20.8218112;9.649190798;13.43522766;17.26869652;17.44611756;15.7320385;48.89840606;29.6716106;19.96151092;51.15721798;38.25042867;39.56703292
48;49;88;16.17607582;16.64866661;6.641344569;10.46337555;27.64546822;9.76785024;18.01357191;15.75130435;7.44435599;16.00457748;27.44054468;16.74034213;7.120464796;10.632229;18.38545666;7.253388638;6.79263774;10.6261066;9.45480372;12.8075119;42.06919466;27.23525606;17.52515638;44.32800658;29.82127971;32.73782152
58;96;42;23.38000132;14.72590901;19.36914751;15.55813779;26.13692542;10.059147;20.46858663;1.832657054;21.26916623;5.099275924;21.10729196;23.27238223;17.72148386;21.23324806;20.84047138;20.11613032;19.09481286;26.04638944;15.83354232;13.87470952;33.09170864;29.69027078;19.9801711;35.35052056;28.31273691;23.7603355
63;26;37;6.278341241;26.44931543;16.25472817;19.90817847;37.44611704;19.56849906;11.98829145;22.29001885;18.44335697;20.01412806;23.45655374;5.744401931;13.593983;13.14154108;12.3601762;16.47048622;20.47250166;24.28594846;19.25545254;22.60816072;43.91171096;21.2099756;11.49987592;46.17052288;39.62192853;34.58033782
65;41;46;4.031046281;26.97876899;17.25022675;12.19455297;37.9755706;20.61219978;18.97280217;22.22908177;19.35208445;19.55960202;27.40946;4.347670751;17.06728496;7.183209402;19.34468692;12.14601178;15.26504658;19.73990524;18.97876746;17.2296703;47.86461722;28.19448632;18.48438664;50.12342914;40.15138209;38.53324408
68;43;46;4.338554201;27.16204829;16.68788785;12.50206089;38.1588499;20.28123192;19.48630011;22.53658969;18.78974555;18.80165742;26.6515154;4.933557971;16.67993786;6.481587282;19.85818486;11.7078202;15.5725545;20.04741316;19.28627538;17.53717822;47.10667262;28.70798426;18.99788458;49.36548454;40.33466139;37.77529948
85;43;79;14.88218236;16.78075499;9.010040469;11.51167311;27.7775566;9.89993862;18.44232453;15.88339273;10.79656997;16.13666586;27.57263306;14.56760929;7.549217416;8.235941922;18.81420928;3.093126038;7.10134818;11.67440416;9.53764176;12.93960028;42.20128304;27.66400868;17.953909;44.46009496;29.95336809;32.8699099
90;63;72;16.30967284;16.82448209;16.47829639;7.264916726;27.43542088;7.66676862;25.72373985;15.92711983;17.82608567;16.18039296;27.61636016;18.47364859;14.83063274;11.95047976;26.0956246;9.824192798;4.4654298;15.15904492;7.00100298;5.342993435;42.24501014;34.945424;25.23532432;44.50382206;29.61123237;32.913637
96;44;18;13.41216496;20.96331539;18.55966759;20.91605589;31.960117;14.9740887;10.98392397;16.05188893;20.74829639;13.77599814;17.21842382;12.87822565;15.89892242;18.1872172;11.35580872;19.7245951;22.77744108;26.59088788;20.74848402;18.78965122;37.67358104;20.20560812;10.49550844;39.93239296;34.13592849;28.3422079
98;72;68;19.81256716;15.66462503;18.20401567;9.116538446;28.0372789;8.26862664;26.07826821;15.02773321;19.80337475;14.23276446;26.71697354;20.24642119;16.55635202;13.91475382;26.45015296;13.64697604;7.6975635;17.136334;8.80951086;6.083845955;41.34562352;35.29995236;25.58985268;43.60443544;30.21309039;32.01425038
107;39;76;12.2982487;18.79260995;9.753164349;13.81204119;29.78941156;11.91179358;19.17836547;17.89524769;11.39549597;18.14852082;29.58448802;13.99642903;8.285258356;6.473757162;19.55025022;5.454563798;6.7707489;15.55373182;10.00500372;14.02984966;44.213138;28.40004962;18.68994994;46.47194992;31.96522305;34.88176486
109;59;16;17.6912584;18.93349055;19.86014971;17.36153859;29.93029216;12.94426386;12.28440609;14.02206409;22.04877851;11.7461733;14.1120182;16.88402287;17.19940454;21.96920932;12.65629084;21.02507722;21.37231932;27.89137;18.71865918;16.75982638;35.6437562;21.50609024;11.79599056;37.90256812;32.10610365;26.31238306
110;35;23;11.16849778;22.20631325;17.73985429;21.90183693;33.20311486;16.21708656;10.16411067;17.29488679;19.92848309;15.018996;18.46142168;10.63455847;15.07910912;17.18950402;10.53599542;18.9047818;21.95762778;25.77107458;20.74057866;20.03264908;38.9165789;19.38579482;9.675695135;41.17539082;35.37892635;29.58520576
116;64;54;12.68304256;18.18585593;19.10008753;5.935860626;28.1261044;11.14711644;26.23971255;15.12989317;19.90309895;12.55811724;25.11103388;15.19587997;19.4190251;12.2641255;26.6115973;13.86334024;9.9984906;17.2360582;11.57360472;7.162639235;41.50706786;35.4613967;25.75129702;43.76587978;30.30191589;32.17569472
118;39;47;4.887116081;27.33980597;17.06270665;12.57708099;38.33660758;20.4589896;19.30130985;22.94043061;19.16456435;20.41567182;27.49138622;5.203740551;16.83245438;6.948378822;19.6731946;11.9111812;15.21933054;19.0527994;19.23022044;17.82655258;47.94654344;28.522994;18.81289432;50.20535536;40.51241907;38.6151703
119;48;30;9.892857041;24.55298639;21.07619893;15.32132727;35.549788;18.5637597;15.62741241;19.64155993;23.17805663;16.68978564;20.80809482;9.321869051;20.54241086;13.58796868;15.99929716;16.1715889;17.96357682;21.79704568;21.97446672;20.26038766;41.26325204;24.84909656;15.13899688;43.52206396;37.72559949;31.9318789
120;49;51;6.365022641;22.19919899;15.75473071;7.414982966;33.1960006;15.83262978;23.32519017;18.64584409;16.55774213;16.41417354;28.82563622;9.387315731;16.07366828;6.915584802;23.69707492;10.51798342;10.05723252;13.89070138;14.06812242;12.66445456;45.52041092;32.54687432;22.83677464;47.77922284;35.37181209;36.18903778
122;39;28;7.400612141;24.29468471;19.93546039;19.00385955;35.29148632;18.30545802;12.35971677;19.38325825;22.12408919;17.10736746;20.54979314;6.866672831;17.27471522;13.42161838;12.73160152;15.75442756;20.98070574;25.6028407;22.93618476;22.12102054;41.00495036;21.58140092;11.87130124;43.26376228;37.46729781;31.67357722
125;103;47;27.01579564;10.83194483;20.14845841;16.78042509;23.9147812;10.8384579;22.96679313;3.085659014;22.04847713;8.353913104;23.60549846;26.82729103;18.50079476;22.01255896;23.33867788;20.89544122;19.87412376;26.82570034;16.61285322;14.65402042;37.35127136;32.18847728;22.4783776;39.61008328;26.09059269;28.01989822
130;38;28;7.178493221;24.04349621;19.57703725;19.36228269;35.04029782;18.05426952;12.00129363;19.13206975;21.76566605;16.85617896;20.29860464;6.644553911;16.91629208;13.78004152;12.37317838;16.1128507;21.33912888;25.96126384;22.57776162;21.86983204;40.75376186;21.22297778;11.5128781;43.01257378;37.21610931;31.42238872
134;53;86;15.42625624;13.67098985;7.737664149;11.55695427;24.66779146;6.79017348;16.98310761;12.77362759;9.63768287;13.02690072;24.46286792;17.05432675;6.090000496;9.601764702;17.35499236;8.484646958;5.26826028;13.30386166;6.47712696;9.829835135;39.0915179;26.20479176;16.49469208;41.35032982;26.84360295;29.76014476
138;48;51;6.014691041;22.54953059;16.10506231;7.765314566;33.5463322;16.18296138;22.97485857;18.99617569;16.90807373;16.76450514;28.47530462;9.036984131;16.06576346;6.565253202;23.34674332;10.86831502;10.40756412;14.24103298;14.41845402;13.01478616;45.87074252;32.19654272;22.48644304;48.12955444;35.72214369;36.53936938
139;49;65;10.84578358;21.86297825;13.31239273;7.223258846;32.85977986;14.98216188;22.63619889;19.01079649;14.86737707;19.26406962;30.70003682;13.11830077;11.74309178;4.861864062;23.00808364;6.162428438;8.34709506;13.69897726;12.7524387;11.07898336;45.3286868;31.85788304;22.14778336;47.58749872;35.03559135;35.99731366
143;56;66;14.74667068;18.99108647;14.45591137;6.004682186;29.56664452;9.79799226;24.76477005;17.79221983;15.25892279;18.04549296;29.48146016;17.09382667;13.87166294;8.010011442;25.1366548;9.328792778;4.8163578;13.92252796;8.67403686;6.458100635;44.11011014;33.9864542;24.27635452;46.36892206;31.74245601;34.778737
144;64;42;11.63551978;22.32377771;22.37909041;9.635924666;32.31823732;15.2822049;22.17152427;13.57713859;23.18210183;10.21656318;20.91890096;11.52790069;22.69802798;15.42869134;22.54340902;17.14234312;13.6467054;20.51506108;15.76573764;11.35477216;39.59631248;31.39320842;21.68310874;41.8551244;34.49404881;30.26493934
146;48;52;6.363648161;22.70330489;16.25074093;7.919088866;33.7001065;16.14197286;23.02965081;19.37569861;17.06184803;17.14402806;28.21033322;9.178697231;15.68624054;6.185730282;23.40153556;10.57148098;10.56133842;14.39480728;14.57222832;12.85814926;46.02451682;32.25133496;22.54123528;48.28332874;35.87591799;36.69314368
147;26;34;6.545149481;25.63771361;15.44312635;20.17498671;36.63451522;18.75689724;10.85309259;21.15481999;17.63175515;18.8789292;22.32135488;6.011210171;12.78238118;13.40834932;11.22497734;16.60805386;19.66089984;23.47434664;18.44385072;21.7965589;42.7765121;20.07477674;10.36467706;45.03532402;38.81032671;33.44513896
150;64;68;16.94967238;15.07685711;16.13746855;7.904916266;27.58850548;7.81985322;26.79633963;16.52875477;16.94047997;16.7820279;28.2179951;17.46171217;15.90323252;11.1300448;27.16822438;10.78408126;4.83466872;14.27343922;6.40978284;5.496078035;42.84664508;36.01802378;26.3079241;45.105457;29.76431697;33.51527194
