;ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
0;0;43;67;16.212820980000004;28.449510239999995;14.932362179999998;14.648466480000002;43.49357268;19.109905859999998;29.80380402;27.305097899999996;18.16418466;27.753657299999997;43.617978840000006;16.63484286;15.238579620000003;8.35658376;30.753314219999996;5.4712533;11.229481380000003;17.239178879999997;17.01248772;18.564446940000003;63.93154608000002;43.27800306;29.98166412;67.42025328000003;46.52497986;51.35394276000001
1;3;72;14;26.626135080000005;22.116374459999996;26.740705500000004;22.52562426;37.1604369;14.018311200000001;18.552985859999996;15.21753792;29.004350940000002;12.26310336;17.08897962;25.122312;24.42004302;30.01354764;19.502496060000002;27.723462480000002;25.98224898;35.5665105;21.97874184;19.054826759999997;44.88067686;32.0271849;18.73084596;48.36938406;40.191844079999996;32.30307354
2;5;102;64;35.43537978;6.321001500000001;26.007670380000008;20.75517378;25.727848019999996;13.285276080000001;33.46993242;13.12839048;28.27131582000001;19.156173120000002;35.020494660000004;38.33847641999999;23.687007900000008;29.280512520000006;34.419442620000005;26.990427360000005;25.249213860000005;34.83347538;21.24570672;18.32179164;55.33406190000001;46.94413146;33.647792519999996;58.82276910000001;28.759255199999995;42.75645858
3;6;43;78;19.976169300000002;23.232941879999995;12.584268480000002;15.47123238;38.277004319999996;13.8933375;25.00464138;22.08852954;15.023724900000001;22.537088939999997;38.40141048;19.21841526;10.43941698;10.69435062;25.954151579999994;4.1908809;9.96582624;15.95880648;13.375098780000002;18.37290726;58.71497772000001;38.47884042;25.18250148;62.203684920000015;41.308411500000005;46.137374400000006
4;16;67;72;24.013259339999998;20.683675139999995;20.401712820000004;11.7509955;35.727737579999996;8.63582382;32.646274739999996;19.5392628;22.66535826;19.987822199999997;35.852143739999995;26.84954742;18.08105034;18.22114716;33.59578493999999;15.347125919999998;7.315662479999999;20.916170339999997;8.83273914;5.14112838;56.16571098;46.12047378;32.82413483999999;59.65441818000001;38.75914476;43.58810766
5;18;7;30;26.268657840000003;40.176851159999984;26.2128462;40.14181524;55.2209136;30.83724678;19.02889152;34.12530942;29.444668680000003;31.170874859999994;36.31376844;23.72358498;22.5100122;31.331578980000003;19.97840172;27.6940266;32.17653102;36.884541840000004;30.454227540000005;35.31681653999999;63.78844835999999;32.50309056;19.206751620000002;67.27715556;58.252320780000005;51.21084504
6;19;40;55;6.32112102;32.96815134;18.16137702;13.39500156;48.01221378;23.62854696;27.299987699999996;29.865405300000003;21.648882359999998;28.558544939999997;40.81705458000001;9.68650134;18.594926940000004;5.03823324;28.249497899999994;11.89809534;17.356773060000002;23.17399758;22.641788880000004;20.173842;66.61430951999998;40.77418674000001;27.4778478;70.10301671999999;51.043620960000005;54.036706200000005
7;20;77;37;25.426881180000002;21.920699819999992;26.54503086;20.675445179999997;36.96476226;13.822636560000001;24.226004639999992;13.66970094;28.808676300000002;5.59365486;25.776566879999997;24.347927640000005;24.224368379999998;29.817873;25.175514839999995;27.52778784;25.786574339999998;35.37083586;21.783067199999998;17.691692399999997;46.55986800000001;37.70020368;24.403864739999992;50.048575200000016;39.996169439999996;33.98226468000001
8;21;34;72;20.494467059999998;26.666748899999998;10.464785820000001;18.859771979999998;41.71081134;17.32714452;26.18081568;25.52233656;14.79870786;25.97089596;41.835217500000006;19.781357879999998;11.615591279999999;11.257293240000001;27.130325879999994;7.952971199999999;12.550084199999999;22.778087100000004;16.94412528;20.49670074;62.148784740000025;39.65501472;26.35867578;65.63749194000002;44.74221852;49.57118142
9;22;47;18;18.45252102;27.123985019999996;25.204892160000004;27.1123329;42.16804746;19.025921759999996;14.53708824;20.225148479999998;28.436714639999998;17.27071392;22.413607499999998;17.63013168;21.502058159999997;25.328951099999998;15.486598440000002;26.68607256;30.98985954;35.876587799999996;26.9863524;24.062437319999997;49.88828742;28.011287279999998;14.71494834;53.37699462;45.19945463999999;37.310684099999996
